Date of Sale (dd/mm/yyyy),Address,County,Eircode,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description,Sale Year,Sale Month,geocode_query,geocode_status,latitude,longitude
2016-02-22,"GREENACRES, HILLBROOK, GOREY",Wicklow,,195000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,2,"GREENACRES, HILLBROOK, GOREY, Wicklow",ok_relaxed_area,52.671901,-6.285548
2016-12-09,"11 GLENGARA PARK, DUN LAOGHAIRE, DUBLIN",Dublin,,590000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,12,"11 GLENGARA PARK, DUN LAOGHAIRE, DUBLIN",ok,53.285453,-6.128271
2016-02-03,"53 ALDERWOOD, CARRICKMACROSS, MONAGHAN",Monaghan,,137000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,2,"53 ALDERWOOD, CARRICKMACROSS, MONAGHAN",ok,53.979053,-6.709848
2016-07-15,"323 BALLYFERMOT RD, DUBLIN 10, DUBLIN",Dublin,,160000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,7,"323 BALLYFERMOT RD, DUBLIN 10, DUBLIN",ok,53.342166,-6.355302
2016-07-05,"31 ST BEGNETS VILLAS, DALKEY, DUBLIN",Dublin,,427000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,7,"31 ST BEGNETS VILLAS, DALKEY, DUBLIN",ok,53.279495,-6.110684
2016-11-02,"91 LIOSCIAN, RATHBEALE RD, SWORDS",Dublin,,243000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,11,"91 LIOSCIAN, RATHBEALE RD, SWORDS, Dublin",ok,53.462296,-6.231677
2016-12-23,"1 GRAINVILLE, ENNISKEANE, CORK",Cork,,110000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,12,"1 GRAINVILLE, ENNISKEANE, CORK",ok,51.737686,-8.932359
2016-10-21,"9 ABBOTS CLOSE, SEAPARK, DUNGARVAN",Waterford,,150000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,10,"9 ABBOTS CLOSE, SEAPARK, DUNGARVAN, Waterford",ok,52.09452,-7.597425
2016-05-31,"12 CHAPEL HILL, INNISHANNON, CORK",Cork,,100000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,5,"12 CHAPEL HILL, INNISHANNON, CORK",ok,51.765682,-8.657079
2016-09-21,"13 SEACLIFF RD, BALDOYLE, DUBLIN 13",Dublin,,271000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,9,"13 SEACLIFF RD, BALDOYLE, DUBLIN 13",ok,53.392097,-6.140251
2016-06-29,"ANNESGROVE, DROMBANE, TIPPERARY",Tipperary,,30000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,6,"ANNESGROVE, DROMBANE, TIPPERARY",ok_relaxed_area,52.654586,-7.965898
2016-12-12,"30 Summerseat Green, Clonee, County Meath",Meath,,166666.0,No,Yes,New Dwelling house /Apartment,less than 38 sq metres,2016,12,"30 Summerseat Green, Clonee, County Meath",ok,53.409423,-6.444367
2016-11-23,"1 THE PARK BOULEVARD, TYRELLSTOWN, DUBLIN 15",Dublin,,244000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,11,"1 THE PARK BOULEVARD, TYRELLSTOWN, DUBLIN 15",ok,53.480583,-6.153407
2016-02-09,"WATERGRANGE, REDHILLS, KILDARE",Kildare,,276000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,2,"WATERGRANGE, REDHILLS, KILDARE",ok_relaxed_area,53.177513,-6.946573
2016-12-16,"CURRABOY, HOLLYMOUNT, CO MAYO",Mayo,,66000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,12,"CURRABOY, HOLLYMOUNT, CO MAYO",ok_relaxed_area,53.656433,-9.143943
2016-01-18,"CREGGY, THE PIGEONS, ATHLONE",Westmeath,,71000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,1,"CREGGY, THE PIGEONS, ATHLONE, Westmeath",ok_relaxed_area,53.423965,-7.940385
2016-02-12,"10 hawkridge, lucan",Dublin,,678414.0,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,2016,2,"10 hawkridge, lucan, Dublin",ok_relaxed_area,53.354263,-6.474967
2016-10-21,"8 BURNABY MEWS, CHURCH RD, GREYSTONES",Wicklow,,350000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,10,"8 BURNABY MEWS, CHURCH RD, GREYSTONES, Wicklow",ok,53.143787,-6.064046
2016-12-12,"47 College Lawn, College Manor, Carrignafoy",Cork,,193832.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,12,"47 College Lawn, College Manor, Carrignafoy, Cork",ok,51.858329,-8.290669
2016-12-23,"31 GREEN ROAD, BLACKROCK, CO DUBLIN",Dublin,,1025000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,12,"31 GREEN ROAD, BLACKROCK, CO DUBLIN",ok,53.298042,-6.186716
2016-08-26,"20 TUSCANY PARK, BALDOYLE, DUBLIN 13",Dublin,,290000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,8,"20 TUSCANY PARK, BALDOYLE, DUBLIN 13",ok,53.39471,-6.133769
2016-06-24,"QUAN YIN, KILMACOWEN, EYERIES",Cork,,202500.0,No,No,Second-Hand Dwelling house /Apartment,,2016,6,"QUAN YIN, KILMACOWEN, EYERIES, Cork",ok_relaxed_area,51.687927,-9.913513
2016-06-23,"114 MEDEBAWN, AVENUE RD, DUNDALK",Louth,,201806.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,6,"114 MEDEBAWN, AVENUE RD, DUNDALK, Louth",ok,53.99522,-6.383111
2016-12-05,"28 GREENHILLS BALLINAMEEN BOYLE, ROSCOMMON",Roscommon,,78000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,12,"28 GREENHILLS BALLINAMEEN BOYLE, ROSCOMMON",ok,53.574058,-8.094668
2016-10-26,"22 AISLING COURT, DONEGAL ROAD, BALLYBOFEY",Donegal,,59123.57,No,No,Second-Hand Dwelling house /Apartment,,2016,10,"22 AISLING COURT, DONEGAL ROAD, BALLYBOFEY",ok,54.798833,-7.783908
2016-03-31,"Carnamoyle, Muff, Donegal",Donegal,,192500.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,3,"Carnamoyle, Muff, Donegal",ok_relaxed_area,55.290028,-7.167855
2016-04-15,"307 BRIDGEWATER HOUSE, CLONMEL, CO TIPPERARY",Tipperary,,25000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,4,"307 BRIDGEWATER HOUSE, CLONMEL, CO TIPPERARY",ok_relaxed_area,52.469768,-8.152166
2016-06-30,"35 OAKFIELD PARK, SLIGO, SLIGO",Sligo,,135000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,6,"35 OAKFIELD PARK, SLIGO, SLIGO",ok,54.265281,-8.498236
2016-12-16,"43 CHERRY HILL COURT, KELLS, MEATH",Meath,,172500.0,No,No,Second-Hand Dwelling house /Apartment,,2016,12,"43 CHERRY HILL COURT, KELLS, MEATH",ok,53.733234,-6.877305
2016-03-01,"APT 10, GLENCOVE, DUNMORE RD",Waterford,,118000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,3,"APT 10, GLENCOVE, DUNMORE RD, Waterford",ok_relaxed_area,52.248074,-7.086808
2016-12-16,"24 The Strand, Marina Village, Greystones",Wicklow,,585903.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,12,"24 The Strand, Marina Village, Greystones, Wicklow",ok,53.152835,-6.068937
2016-08-10,"36 RAILWAY LOUGH, BELTURBET, CO. CAVAN",Cavan,,11562.5,No,No,Second-Hand Dwelling house /Apartment,,2016,8,"36 RAILWAY LOUGH, BELTURBET, CO. CAVAN",ok,53.990415,-7.364637
2016-06-02,"33 Crotanstown Grange, Newbridge",Kildare,,237885.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,6,"33 Crotanstown Grange, Newbridge, Kildare",ok_relaxed_area,53.160772,-6.803977
2016-01-05,"408 BALLYFARSOON, MONASTEREVIN, CO KILDARE",Kildare,,90000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,1,"408 BALLYFARSOON, MONASTEREVIN, CO KILDARE",ok,53.13245,-7.047028
2016-07-23,"114 THE HAVEN, JACOBS ISLAND, BALLINURE BLACKROCK",Cork,,187000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,7,"114 THE HAVEN, JACOBS ISLAND, BALLINURE BLACKROCK, Cork",ok,51.882175,-8.397781
2016-02-15,"21 Newline Close, Mountrath",Laois,,75000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,2,"21 Newline Close, Mountrath, Laois",ok_relaxed_area,53.00137,-7.474385
2016-06-08,"70 CLADDAGH RD, BALLYFERMOT, DUBLIN 10",Dublin,,135000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,6,"70 CLADDAGH RD, BALLYFERMOT, DUBLIN 10",ok,53.341632,-6.365711
2016-07-01,"18 CHAMBERSLAND CLOSE, NEW ROSS, WEXFORD",Wexford,,135000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,7,"18 CHAMBERSLAND CLOSE, NEW ROSS, WEXFORD",ok,52.387874,-6.937653
2016-07-14,"11 Diswellstown Heath, Hamilton Park, Castleknock",Dublin,,405000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,7,"11 Diswellstown Heath, Hamilton Park, Castleknock, Dublin",ok_relaxed_area,53.369896,-6.38413
2016-02-11,"14 Beresford Green, Donabate, Co Dublin",Dublin,,299559.47,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,2,"14 Beresford Green, Donabate, Co Dublin",ok,53.488967,-6.161236
2016-07-21,"2 WOODALE VIEW, BALLYCULLEN, FIRHOUSE DUBLIN 24",Dublin,,340000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,7,"2 WOODALE VIEW, BALLYCULLEN, FIRHOUSE DUBLIN 24",ok,53.534679,-6.093428
2016-08-04,"4 WORSBORO TERRACE, ARKLOW, WICKLOW",Wicklow,,53000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,8,"4 WORSBORO TERRACE, ARKLOW, WICKLOW",ok,52.80215,-6.14514
2016-10-26,"4 SUIR NORE HOUSE, CANADA SQ, WATERFORD CITY",Waterford,,45000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,10,"4 SUIR NORE HOUSE, CANADA SQ, WATERFORD CITY",ok_relaxed_area,52.258036,-7.1019
2016-12-09,"19 LOUGHCASTLE VIEW, GREENCASTLE, CO DONEGAL",Donegal,,71000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,12,"19 LOUGHCASTLE VIEW, GREENCASTLE, CO DONEGAL",ok_relaxed_area,55.215862,-6.95684
2016-08-30,"15 LONGFORD HOUSE, SPENCER DOCK, DUBLIN 1",Dublin,,276652.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,8,"15 LONGFORD HOUSE, SPENCER DOCK, DUBLIN 1",ok_relaxed_area,53.35017,-6.24167
2016-10-13,"9 DROMIN COURT, NENAGH, CO TIPPERARY",Tipperary,,132000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,10,"9 DROMIN COURT, NENAGH, CO TIPPERARY",ok,52.869342,-8.206135
2016-05-16,"9 CAISLEANN LAIGHEANN, DEERPARK, HEADFORD",Galway,,45500.0,No,No,Second-Hand Dwelling house /Apartment,,2016,5,"9 CAISLEANN LAIGHEANN, DEERPARK, HEADFORD, Galway",ok_relaxed_area,53.470905,-9.09816
2016-08-18,"37 Hunter's Green, Gorey",Wexford,,168500.0,Yes,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,8,"37 Hunter's Green, Gorey, Wexford",ok,52.681678,-6.30126
2016-04-25,"34 Monalin, Newtownmountkennedy",Wicklow,,237004.39,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,4,"34 Monalin, Newtownmountkennedy, Wicklow",ok,53.08826,-6.115688
2016-12-30,"407 CARNLOUGH RD, CABRA WEST, DUBLIN 7",Dublin,,200000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,12,"407 CARNLOUGH RD, CABRA WEST, DUBLIN 7",ok,53.369609,-6.297194
2016-12-21,"CLOONCURRA, CARTONTROY, ATHLONE",Westmeath,,245000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,12,"CLOONCURRA, CARTONTROY, ATHLONE, Westmeath",ok_relaxed_area,53.42072,-7.912901
2016-12-20,"5 FLOWER HILL, ROCKLANDS, COOTEHILL RD",Cavan,,197000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,12,"5 FLOWER HILL, ROCKLANDS, COOTEHILL RD, Cavan",ok,54.003028,-7.347732
2016-06-03,"23 ABBEYGARTH, BAYLOUGH, ATHLONE",Westmeath,,132500.0,No,No,Second-Hand Dwelling house /Apartment,,2016,6,"23 ABBEYGARTH, BAYLOUGH, ATHLONE, Westmeath",ok,53.425071,-7.965943
2016-07-06,"288 CHARLESLAND PARK, GREYSTONES, WICKLOW",Wicklow,,130000.0,Yes,No,Second-Hand Dwelling house /Apartment,,2016,7,"288 CHARLESLAND PARK, GREYSTONES, WICKLOW",ok,53.125366,-6.071182
2016-05-23,"32 AYLESBURY MANOR, MILLERS MARSH, JOHNSTOWN",Waterford,,63000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,5,"32 AYLESBURY MANOR, MILLERS MARSH, JOHNSTOWN, Waterford",ok_relaxed_area,52.254633,-7.11008
2016-05-10,"11 ACHILL RD, DRUMCONDRA, DUBLIN 9",Dublin,,615000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,5,"11 ACHILL RD, DRUMCONDRA, DUBLIN 9",ok,53.374713,-6.254454
2016-10-13,"3 ST KEVINS TERRACE, NEWRY RD, DUNDALK",Louth,,70000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,10,"3 ST KEVINS TERRACE, NEWRY RD, DUNDALK, Louth",ok,53.818523,-6.461933
2016-01-08,"27 RIVER WALK, CASTLEREA, ROSCOMMON",Roscommon,,15000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,1,"27 RIVER WALK, CASTLEREA, ROSCOMMON",ok,53.832773,-7.921427
2016-01-26,"GLENFORT SOUTH, TOURNAFULLA, CO LIMERICK",Leitrim,,86000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,1,"GLENFORT SOUTH, TOURNAFULLA, CO LIMERICK, Leitrim",ok_relaxed_area,52.357674,-9.211888
2016-12-15,"31 An Riasc, Farnham Drive, Finglas",Dublin,,270000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,12,"31 An Riasc, Farnham Drive, Finglas, Dublin",ok,53.385677,-6.296496
2016-11-23,"THE GABLES, LISDORNAN, JULIANSTOWN",Meath,,390000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,11,"THE GABLES, LISDORNAN, JULIANSTOWN, Meath",ok_relaxed_area,53.652395,-6.2944
2016-08-29,"84 CANTERBROOK, TRIM RD, NAVAN",Meath,,187500.0,No,No,Second-Hand Dwelling house /Apartment,,2016,8,"84 CANTERBROOK, TRIM RD, NAVAN, Meath",ok,53.639739,-6.693595
2016-04-22,"7 WATERVILLE, ENNIS RD, LIMERICK",Limerick,,400000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,4,"7 WATERVILLE, ENNIS RD, LIMERICK",ok_relaxed_area,52.668166,-8.651054
2016-01-26,"FENAGH, BALLINAMORE, CO. LEITRIM",Leitrim,,126000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,1,"FENAGH, BALLINAMORE, CO. LEITRIM",ok_relaxed_area,54.020214,-7.834335
2016-11-30,"8 CRANNAGH CASTLE, CRANNAGH RD, RATHFARNHAM",Dublin,,355000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,11,"8 CRANNAGH CASTLE, CRANNAGH RD, RATHFARNHAM, Dublin",ok,53.30106,-6.281051
2016-06-10,"7 HOLLYBROOK MEWS, CLONTARF, DUBLIN 3",Dublin,,275000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,6,"7 HOLLYBROOK MEWS, CLONTARF, DUBLIN 3",ok,53.366382,-6.217792
2016-11-28,"21 CHERRINGTON PLACE, CASTLEBAR, MAYO",Mayo,,125000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,11,"21 CHERRINGTON PLACE, CASTLEBAR, MAYO",ok,53.861499,-9.285584
2016-11-04,"5 CONNOLLY AVE, KINSEALY LANE, MALAHIDE",Dublin,,375000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,11,"5 CONNOLLY AVE, KINSEALY LANE, MALAHIDE, Dublin",ok,53.339008,-6.314695
2016-06-15,"APRIL COTTAGE, OSBERSTOWN, KILDARE",Kildare,,293500.0,No,No,Second-Hand Dwelling house /Apartment,,2016,6,"APRIL COTTAGE, OSBERSTOWN, KILDARE",ok_relaxed_area,53.235474,-6.684232
2016-03-18,"1 ABBEYWEST, BELLHARBOUR, CLARE",Clare,,137500.0,No,No,Second-Hand Dwelling house /Apartment,,2016,3,"1 ABBEYWEST, BELLHARBOUR, CLARE",ok_relaxed_area,53.724075,-8.999279
2016-02-16,"14 UPPER SARSFIELD ST, NENAGH, TIPPERARY",Tipperary,,50000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,2,"14 UPPER SARSFIELD ST, NENAGH, TIPPERARY",ok_relaxed_area,52.863481,-8.202598
2016-06-04,"LURGANMORE, CASTLEBLAYNEY, CO MONAGHAN",Monaghan,,35000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,6,"LURGANMORE, CASTLEBLAYNEY, CO MONAGHAN",ok_relaxed_area,54.139973,-6.712791
2016-10-27,"9 MOUNT SYMON AVE, CLONSILLA, DUBLIN 15",Dublin,,275000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,10,"9 MOUNT SYMON AVE, CLONSILLA, DUBLIN 15",ok,53.387069,-6.419777
2016-07-08,"5 CHERRYVALLEY, RATHMOLYON, MEATH",Meath,,149000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,7,"5 CHERRYVALLEY, RATHMOLYON, MEATH",ok,53.487289,-6.809516
2016-12-20,"24 WEAFER ST, ENNISCORTHY, WEXFORD",Wexford,,88000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,12,"24 WEAFER ST, ENNISCORTHY, WEXFORD",ok,52.50177,-6.57264
2016-05-27,"114 CRODAUN FOREST PARK, CELBRIDGE, CO KILDARE",Kildare,,303000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,5,"114 CRODAUN FOREST PARK, CELBRIDGE, CO KILDARE",ok,53.353855,-6.544917
2016-07-14,"14 HERSIL WOOD, KNOCKLYON ROAD, DUBLIN 16",Dublin,,550660.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,7,"14 HERSIL WOOD, KNOCKLYON ROAD, DUBLIN 16",ok,53.288513,-6.309629
2016-03-30,"13 ORWELL WOODS, RATHGAR, DUBLIN 6",Dublin,,499990.0,No,No,Second-Hand Dwelling house /Apartment,,2016,3,"13 ORWELL WOODS, RATHGAR, DUBLIN 6",ok,53.308151,-6.26094
2016-11-07,"12 KNOCKAIRE, KNOCKLYON, DUBLIN 16",Dublin,,575000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,11,"12 KNOCKAIRE, KNOCKLYON, DUBLIN 16",ok,53.284389,-6.314084
2016-12-16,"36 CLAREVILLE EST, CLAREMORRIS, MAYO",Mayo,,85000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,12,"36 CLAREVILLE EST, CLAREMORRIS, MAYO",ok,53.715358,-8.992537
2016-01-20,"No. 1 Beecher Street, Mallow, Cork",Cork,,85000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,1,"No. 1 Beecher Street, Mallow, Cork",ok,52.141132,-8.650406
2016-09-26,"CORBALLY, BARNA, GALWAY",Galway,,410000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,9,"CORBALLY, BARNA, GALWAY",ok_relaxed_area,53.251225,-9.152018
2016-11-30,"COOLAGARRY, WALSH ISLAND, TULLAMORE",Offaly,,85000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,11,"COOLAGARRY, WALSH ISLAND, TULLAMORE, Offaly",ok_relaxed_area,53.276946,-7.492448
2016-12-05,"ARDCATH, GARRISTOWN, MEATH",Meath,,106667.0,No,No,Second-Hand Dwelling house /Apartment,,2016,12,"ARDCATH, GARRISTOWN, MEATH",ok_relaxed_area,53.607826,-6.392977
2016-06-30,"42A BUCKINGHAM STREET LOWER, DUBLIN 1",Dublin,,83850.0,No,No,Second-Hand Dwelling house /Apartment,,2016,6,"42A BUCKINGHAM STREET LOWER, DUBLIN 1",ok,53.353,-6.249331
2016-02-26,"POUND STREET, SIXMILEBRIDGE, COUNTY CLARE",Clare,,100000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,2,"POUND STREET, SIXMILEBRIDGE, COUNTY CLARE",ok_relaxed_area,52.741607,-8.774734
2016-09-21,"31 BAILE AN, KILLORGLIN, TOOREEN",Kerry,,157000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,9,"31 BAILE AN, KILLORGLIN, TOOREEN, Kerry",ok,53.210754,-6.685514
2016-05-10,"BRIDGE HOUSE, LOWER SESKIN, LEIGHLINBRIDGE",Carlow,,295000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,5,"BRIDGE HOUSE, LOWER SESKIN, LEIGHLINBRIDGE, Carlow",ok_relaxed_area,52.737391,-6.984644
2016-02-03,"19 Parkside Avenue, Malahide Road, Balgriffin",Dublin,,308370.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,2,"19 Parkside Avenue, Malahide Road, Balgriffin, Dublin",ok_relaxed_area,53.406212,-6.16673
2016-12-20,"24 Gort an Duin, Oranhill, Oranmore",Galway,,279000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,12,"24 Gort an Duin, Oranhill, Oranmore, Galway",ok,53.254932,-8.927076
2016-09-14,"DROM EAST, CLOGHANE, CASTLEGREGORY",Kerry,,115000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,9,"DROM EAST, CLOGHANE, CASTLEGREGORY, Kerry",ok_relaxed_area,52.232876,-10.154283
2016-03-16,"20 LIMEGROVE MANOR, KILNACLOY, MONAGHAN",Monaghan,,30358.0,No,No,Second-Hand Dwelling house /Apartment,,2016,3,"20 LIMEGROVE MANOR, KILNACLOY, MONAGHAN",ok,54.251393,-6.972574
2016-11-24,"75 HORIZON, ROYAL CANAL PARK, RATOATH RD DUBLIN 15",Dublin,,164003.89,No,No,Second-Hand Dwelling house /Apartment,,2016,11,"75 HORIZON, ROYAL CANAL PARK, RATOATH RD DUBLIN 15",ok_relaxed_area,53.370287,-6.306239
2016-06-24,"111 CRESTWOOD, COOLOUGH RD, GALWAY",Galway,,317500.0,No,No,Second-Hand Dwelling house /Apartment,,2016,6,"111 CRESTWOOD, COOLOUGH RD, GALWAY",ok,53.289395,-9.052377
2016-02-04,"16 ALLOWHILL, FREEMOUNT, CHARLEVILLE",Cork,,34723.86,No,No,Second-Hand Dwelling house /Apartment,,2016,2,"16 ALLOWHILL, FREEMOUNT, CHARLEVILLE, Cork",ok_relaxed_area,52.276775,-8.884314
2016-04-26,"8 WILLOW COURT, DUBLIN 22, DUBLIN",Dublin,,270000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,4,"8 WILLOW COURT, DUBLIN 22, DUBLIN",ok,53.248596,-6.139867
2016-03-24,"18 ELY WOODS OWENDOHER LODGE, BALLYBODEN RD, RATHFARNHAM DUBLIN 16",Dublin,,275000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,3,"18 ELY WOODS OWENDOHER LODGE, BALLYBODEN RD, RATHFARNHAM DUBLIN 16",ok_relaxed_area,53.287031,-6.292165
2016-05-17,"69 ACADEMY SQ, ACADEMY ST, NAVAN",Meath,,130000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,5,"69 ACADEMY SQ, ACADEMY ST, NAVAN, Meath",ok,53.421716,-6.475175
2016-01-27,"GREENRATH, TIPPERARY TOWN, CO TIPPERARY",Tipperary,,129000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,1,"GREENRATH, TIPPERARY TOWN, CO TIPPERARY",ok_relaxed_area,52.49312,-8.172269
2016-08-12,"7 BRUACHNALAOI, CORK",Cork,,115000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,8,"7 BRUACHNALAOI, CORK",ok_relaxed_area,53.317062,-6.417535
2016-09-15,"39 The Terrace, Robswall, Malahide",Dublin,,555000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,9,"39 The Terrace, Robswall, Malahide, Dublin",ok,53.443218,-6.137143
2016-11-17,"21 MULLACH GLAS, MONAGHAN",Monaghan,,90000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,11,"21 MULLACH GLAS, MONAGHAN",ok,54.250736,-6.976079
2016-03-01,"81 St. Canices Road, Glasnevin, Dublin 11",Dublin,,410000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,3,"81 St. Canices Road, Glasnevin, Dublin 11",ok,53.384223,-6.273086
2016-08-17,"306 GRANGE HALL, BREHON FIELD RD, BALLINTEER DUBLIN 16",Dublin,,255000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,8,"306 GRANGE HALL, BREHON FIELD RD, BALLINTEER DUBLIN 16",ok_relaxed_area,53.271799,-6.253568
2016-11-17,"APT 6 ALDBOROUGH COURT, 1-4 NORTH STRAND ROAD, DUBLIN 1",Dublin,,195000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,11,"APT 6 ALDBOROUGH COURT, 1-4 NORTH STRAND ROAD, DUBLIN 1",ok,53.355464,-6.246091
2016-01-26,"CROSS OF THE GROVES, MITCHELSTOWN, CORK",Cork,,92000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,1,"CROSS OF THE GROVES, MITCHELSTOWN, CORK",ok_relaxed_area,51.931616,-8.564084
2016-08-25,"NEPTONE HOUSE, DONERAILE HEIGHTS, TRAMORE",Waterford,,200000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,8,"NEPTONE HOUSE, DONERAILE HEIGHTS, TRAMORE, Waterford",ok_relaxed_area,52.15693,-7.156708
2016-09-26,"23 BEECHLAWN AVE, COOLOCK, DUBLIN 5",Dublin,,320000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,9,"23 BEECHLAWN AVE, COOLOCK, DUBLIN 5",ok,53.391441,-6.208231
2016-12-16,"11 FRIARS HILL, WICKLOW TOWN, WICKLOW",Wicklow,,345000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,12,"11 FRIARS HILL, WICKLOW TOWN, WICKLOW",ok,52.981777,-6.052563
2016-02-25,"24 FERN WAY, CLASSIS LAKE, BALLINCOLLIG",Cork,,177500.0,No,No,Second-Hand Dwelling house /Apartment,,2016,2,"24 FERN WAY, CLASSIS LAKE, BALLINCOLLIG, Cork",ok_relaxed_area,51.883833,-8.62687
2016-06-07,"21 The Drive, Millers Glen, Swords",Dublin,,259867.84,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,6,"21 The Drive, Millers Glen, Swords, Dublin",ok,53.480968,-6.1543
