Date of Sale (dd/mm/yyyy),Address,County,Eircode,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description,geocode_status,latitude,longitude,geocode_provider,dublin_district
07/10/2020,"LILAC COTTAGE, HILLTOWN, BALLYMITTY",Wexford,,"€330,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
17/12/2020,"22 CLONMEEN RISE, EDENDERRY, OFFALY",Offaly,,"€162,500.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
19/02/2020,"15 MARIAN PLACE, ABBEYSIDE, DUNGARVAN",Waterford,,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
13/05/2020,"31 COULTRY AVE, SANTRY AVE, DUBLIN 9",Dublin,,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.397338,-6.254169,mapbox,9
16/03/2020,"NEWPORT, GARRYDUFF, CASTLEBAR",Mayo,,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
26/11/2020,"MAPLE DRIVE, BOYLE, ROSCOMMON",Roscommon,,"€106,755.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
11/12/2020,"NEDINEAGH, DUNMANWAY, CO CORK",Cork,,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
25/11/2020,"APT 2, BLACKHALL SQ, SMITHFIELD DUBLIN 7",Dublin,,"€225,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.349723,-6.284256,mapbox,7
18/03/2020,"4  MANOR BROOK, ADARE",Limerick,,"€370,044.05",No,Yes,New Dwelling house /Apartment,,,,,,
24/03/2020,"7 THE BELFRY, DOUGLAS EAST, DOUGLAS",Cork,,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
18/09/2020,"LISLEA, VIRGINIA, CAVAN",Cavan,,"€145,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
27/11/2020,"82 Gleann an Ghairdin, Ballytegan, Gorey",Wexford,,"€192,070.48",No,Yes,New Dwelling house /Apartment,,,,,,
31/03/2020,"BEECHBROOK, MILLICENT, SALLINS",Kildare,,"€520,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
05/10/2020,"BOHERGLOSS ST, FRESHFORD, KILKENNY",Kilkenny,,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
15/12/2020,"BARNA, UPPER CURRAGH, ARDMORE",Waterford,,"€440,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
30/01/2020,"81 Millquarter, Knockmullen, Gorey",Wexford,,"€303,900.00",No,Yes,New Dwelling house /Apartment,,,,,,
30/09/2020,"17A THE MOORINGS, NEW ROSS, THE MOORINGS",Wexford,,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
01/10/2020,"56 The Hazels, Ballinahinch Woods",Wicklow,,"€317,135.81",No,Yes,New Dwelling house /Apartment,,,,,,
23/09/2020,"1 Hillcrest, Bellingsfield, Kilcullen Road",Kildare,,"€312,800.00",No,Yes,New Dwelling house /Apartment,,,,,,
02/11/2020,"66 MOUNT CARMEL, NEWBRIDGE, KILDARE",Kildare,,"€225,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
16/10/2020,"15 LORCAN CRESCENT, SANTRY, DUBLIN 9",Dublin,,"€392,500.00",No,No,Second-Hand Dwelling house /Apartment,,ok_nominatim,53.3921448,-6.2388103,nominatim,9
12/10/2020,"36 BERFORD, STATION ROAD, DULEEK",Meath,,"€295,154.18",No,Yes,New Dwelling house /Apartment,,,,,,
19/05/2020,"23 FERNWOOD LAWN, SPRINGFIELD, TALLAGHT DUBLIN 24",Dublin,,"€260,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_nominatim,53.2895866,-6.3838238,nominatim,24
29/10/2020,"201 BALLSGROVE, DROGHEDA, LOUTH",Louth,,"€172,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
09/10/2020,"59 Mountfield, Tramore, Co. Waterford",Waterford,,"€210,573.00",No,Yes,New Dwelling house /Apartment,,,,,,
19/03/2020,"294 Ard Uisce, Whiterock Hill, Wexford",Wexford,,"€207,048.45",Yes,Yes,New Dwelling house /Apartment,,,,,,
17/09/2020,"2 GRANGE LITTLE, ROSSLARE STRAND, WEXFORD",Wexford,,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
27/02/2020,"11 ROSEMOUNT, KILCULLY, CORK",Cork,,"€414,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
29/05/2020,"BALLINACOURTY, DUNGARVAN, WATERFORD",Waterford,,"€400,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
14/07/2020,"CARROWNAGEELAUN, TULSK, CASTLEREA",Roscommon,,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
25/06/2020,"74 BRABAZON LINKS, BRABAZON, GOLF LINKS RD",Meath,,"€215,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
28/10/2020,"35 BLACKTHORN COURT, SANDYFORD, DUBLIN",Dublin,,"€385,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.275924,-6.222593,mapbox,16
04/02/2020,"11 THE AVENUE, DUN EALA, FERMOY",Cork,,"€195,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
19/02/2020,"11 BELFRY MANOR, THE BELFRY, CITYWEST DUBLIN 24",Dublin,,"€189,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_relaxed,53.322905,-6.318841,mapbox,12
21/09/2020,"37 OATFIELD AVE, CLONDALKIN, DUBLIN",Dublin,,"€241,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_nominatim,53.3445585,-6.3920790,nominatim,22
15/05/2020,"HURDLESTOWN, KELLS, MEATH",Meath,,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
20/02/2020,"47 HANSTED GROVE, NEWCASTLE ROAD, LUCAN",Dublin,,"€291,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.335594,-6.44913,mapbox,-1
09/04/2020,"97 ST JOHNS WOOD, CLONDALKIN, DUBLIN 22",Dublin,,"€380,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.317687,-6.399232,mapbox,22
12/05/2020,"No. 3 Watercress Park, Watergrass Hill, Co. Cork",Cork,,"€270,679.48",Yes,Yes,New Dwelling house /Apartment,,,,,,
15/01/2020,"14 COLLEGE GREEN, MAYNOOTH, KILDARE",Kildare,,"€279,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
30/11/2020,"27 FRANCIS STREET, WATERFORD, CO. WATERFORD",Waterford,,"€64,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
21/08/2020,"1 BALLINTORE, BALLYMORE, FERNS",Wexford,,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
27/03/2020,"41 ST MULLINS, CARRICK ON SUIR, TIPPERARY",Tipperary,,"€71,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
11/12/2020,"8 MACDONAGH ST, NENAGH, TIPPERARY",Tipperary,,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
14/12/2020,"EVERGREEN, MUCKERSTAFF, COOLARTY",Longford,,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
01/09/2020,"19 THE GALLOPS, KINNEGAD ROAD, TRIM",Meath,,"€352,422.00",No,Yes,New Dwelling house /Apartment,,,,,,
30/11/2020,"21 CASTAN, DOUGHISKA RD, MERLIN PARK",Galway,,"€275,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
09/11/2020,"3 Whitebeam Hall, Clay Farm, Leopardstown",Dublin,,"€365,638.76",No,Yes,New Dwelling house /Apartment,,ok_mapbox_strict,53.254135,-6.205108,mapbox,18
16/11/2020,"57 MOYCLARE CLOSE, BALDOYLE, DUBLIN13",Dublin,,"€162,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.392333,-6.126727,mapbox,13
29/04/2020,"12 MCSWEENEY TERRACE, KILKEE, CLARE",Clare,,"€121,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
26/08/2020,"3 BENGURRAGH SQ, CAHIR, TIPPERARY",Tipperary,,"€102,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
18/12/2020,"BRAMLEA COONEYS LANE, GRANGE, DOUGLAS",Cork,,"€446,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
15/04/2020,"APT 113, THE PLAZA, BALLYMUN DUBLIN 11",Dublin,,"€167,500.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_relaxed,53.456799,-6.221022,mapbox,-1
05/06/2020,"LOUGHBOWN, BALLINASLLOE, GALWAY",Galway,,"€25,890.00",Yes,No,Second-Hand Dwelling house /Apartment,,,,,,
19/11/2020,"13 OAKLANDS COURT, CHURCH LANE, GREYSTONES",Wicklow,,"€795,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
23/12/2020,"4 Arran Court Lane, Ardara",Donegal,,"€42,000.00",No,Yes,New Dwelling house /Apartment,,,,,,
13/01/2020,"29 FAIRHILL, CORK",Cork,,"€76,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
20/10/2020,"100 VERONICA TERRACE, IRISHTOWN, DUBLIN 4",Dublin,,"€385,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_nominatim,53.3388077,-6.2255356,nominatim,4
02/11/2020,"1 HIGH STREET, CORK CITY, CORK",Cork,,"€152,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
14/10/2020,"THE PRESBYTERY, BALLINAMEELA, CAPPAGH",Waterford,,"€135,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
19/06/2020,"15 THE GROVE, MARTELLO VILLAGE, DROGHEDA",Louth,,"€214,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
17/06/2020,"4 GRIFFITH WALK, DRUMCONDRA, DUBLIN 9",Dublin,,"€400,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_nominatim,53.3725423,-6.2413648,nominatim,9
03/04/2020,"23 LOCHAN, HEADFORD RD, GALWAY",Galway,,"€195,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
10/12/2020,"32 FERNHILL PARK, MANOR ESTATE, DUBLIN 12",Dublin,,"€485,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.308589,-6.325296,mapbox,12
12/02/2020,"63 CLUAIN CAIRN, CORK, CORK",Cork,,"€238,425.00",Yes,No,Second-Hand Dwelling house /Apartment,,,,,,
20/10/2020,"10 COLPE VIEW, DEEPFORDE, DUBLIN RD DROGHEDA",Meath,,"€275,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
16/10/2020,"46 THE ALDERS, BROOKMEADOW, AVOCA",Wicklow,,"€283,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
10/12/2020,"12 EARLSFORT MEADOWS, BALLYOWEN, LUCAN",Dublin,,"€276,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.347679,-6.412775,mapbox,22
03/06/2020,"59 Radharc An Mhuilinn, Rathwire, Killucan",Westmeath,,"€211,453.74",No,Yes,New Dwelling house /Apartment,,,,,,
19/10/2020,"2 THE BROOK, BALLINA, CO MAYO",Mayo,,"€30,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
10/07/2020,"22 NEWLANDS, WEXFORD",Wexford,,"€145,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
14/10/2020,"16 CUCHULLAIN TCE, CARRICKMACROSS, MONAGHAN",Monaghan,,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
11/12/2020,"60 KILL MHUIRE, KENMARE, KERRY",Kerry,,"€270,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
27/11/2020,"18 PARSONS COURT, MAIN ST, NEWCASTLE",Dublin,,"€185,250.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.296585,-6.493338,mapbox,22
04/06/2020,"40 PRIORY WALK, ST RAPHAELS MANOR, CELBRIDGE",Kildare,,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
28/02/2020,"APT 4, THE CABLE STATION, WATERVILLE",Kerry,,"€67,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
06/03/2020,"19 ORLAGH WAY, KNOCKLYON, DUBLIN 16",Dublin,,"€490,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_nominatim,53.2782362,-6.3187222,nominatim,16
21/02/2020,"18 PARKMORE MANOR, ROSCREA, TIPPERARY",Tipperary,,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
07/12/2020,"CAHERNAMAN, LOUGHREA, CO GALWAY",Galway,,"€256,256.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
25/08/2020,"1 FREKE TERRACE, BALTIMORE, CO CORK",Cork,,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
12/03/2020,"39 ASHTOWN GROVE, NAVAN ROAD, DUBLIN 7",Dublin,,"€675,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_nominatim,53.3710092,-6.3248526,nominatim,7
09/03/2020,"28 Willow Green, Dunshaughlin, County Meath",Meath,,"€288,546.46",No,Yes,New Dwelling house /Apartment,,,,,,
15/10/2020,"13 CHAPEL FARM PARK, LUSK, COUNTY DUBLIN",Dublin,,"€272,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_nominatim,53.5247578,-6.1707671,nominatim,-1
07/02/2020,"BALLYHENNESSY, LIXNAW, KERRY",Kerry,,"€251,500.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
22/05/2020,"GORTINNEY, CARNDONAGH, CO DONEGAL",Donegal,,"€103,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
15/01/2020,"55 Units at Block 1A  1B  1C  1D, Waterside, Swords Road",Dublin,,"€16,535,361.10",No,Yes,New Dwelling house /Apartment,,ok_mapbox_strict,53.452537,-6.196419,mapbox,-1
19/10/2020,"12 AUGHANTEEROE, ENNIS, CO CLARE",Clare,,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
22/12/2020,"16 THE RISE, TULLOW, CO CARLOW",Carlow,,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
15/12/2020,"8 THE HAGGARD, HOWTH, DUBLIN",Dublin,,"€420,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_nominatim,53.3832911,-6.0657702,nominatim,13
01/09/2020,"16 FINTRA BAY, FINTRA, KILLYBEGS",Donegal,,"€154,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
07/10/2020,"14 MOY CLOSE, MOYVALE, BALLYMAHON",Longford,,"€87,500.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
02/11/2020,"RADHARC NA COILLE, CURRAGH LANE UPPER, SKEOGHSVOSTEEN VIA BORRIS",Kilkenny,,"€270,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
08/05/2020,"APT 4 SOUTHLANDS, RATHMICHAEL PARK, BRAY RD",Dublin,,"€318,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_relaxed,53.279167,-6.186547,mapbox,-1
22/10/2020,"224 WEDGEWOOD ESTATE, SANDYFORD, DUBLIN 16",Dublin,,"€476,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.453269,-6.224063,mapbox,-1
10/11/2020,"SPORTMANS HALL, DUNDALK, CO LOUTH",Louth,,"€45,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
22/12/2020,"GALROSS FIVEALLEY, BIRR, OFFALY",Offaly,,"€207,500.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
19/05/2020,"6 GROTTO TERRACE, KILMUCKRIDGE, WEXFORD",Wexford,,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
08/10/2020,"8 BEACHTREE NURSING HOME, MURRAGH, OLDTOWN",Dublin,,"€153,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.525978,-6.286071,mapbox,-1
20/11/2020,"12 St. Joseph's Avenue, Clonsilla",Dublin,,"€378,854.62",No,Yes,New Dwelling house /Apartment,,ok_nominatim,53.3862795,-6.4301709,nominatim,15
14/08/2020,"39A O'NEILL'S PLACE, COBH, CO CORK",Cork,,"€50,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,,,,,
08/12/2020,"18 Hallwell Park, Hallwell, Adamstown",Dublin,,"€339,207.05",No,Yes,New Dwelling house /Apartment,,ok_mapbox_strict,53.348403,-6.474164,mapbox,-1
24/01/2020,"45 THE DRIVE, HAZELHATCH PARK, CELBRIDGE",Kildare,,"€275,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
03/12/2020,"NO 3 JAMES GATE, COOLBANE LISACARROLL, MALLOW",Cork,,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
12/10/2020,"1 ERRIS VIEW, BOYLE, ROSCOMMON",Roscommon,,"€235,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
17/08/2020,"60 Ashewood Walk, Portlaoise, Co. Laois",Laois,,"€221,251.00",Yes,Yes,New Dwelling house /Apartment,,,,,,
23/09/2020,"KNOCKAVOTA, MILLTOWN, KERRY",Kerry,,"€85,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
08/05/2020,"168 PALACE FIELDS, TUAM, GALWAY",Galway,,"€225,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
03/09/2020,"4A THE OLD WELL, LOUGHSHINNEY, DUBLIN",Dublin,,"€700,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.547653,-6.095269,mapbox,-1
28/07/2020,"76 DROIMNEACH, BWEENG, MALLOW",Cork,,"€205,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
28/09/2020,"12 WOODLAND MEWS, CASEMENT RD, BANDON",Cork,,"€205,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,,,,,
31/01/2020,"4 CAMBRIDGE TERRACE, RANELAGH, DUBLIN 6",Dublin,,"€1,950,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.329113,-6.256285,mapbox,6
01/12/2020,"14 Seascape, Keatingstown, Wicklow",Wicklow,,"€315,000.00",No,Yes,New Dwelling house /Apartment,,,,,,
05/10/2020,"33 CHURCH VIEW, EDEN GATE, DELGANY",Wicklow,,"€467,500.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
12/08/2020,"11 Oak Park Glen, Oak Park, Craddockstown",Kildare,,"€325,991.19",No,Yes,New Dwelling house /Apartment,,,,,,
19/05/2020,"17 LOCH ABHAINN, LEIGHLIN RD, GRAIGUECULLEN",Carlow,,"€104,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
13/02/2020,"8 BOHER BUILDING RD, BALAGHADERREEN, ROSCOMMON",Roscommon,,"€70,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
31/01/2020,"BALLYDERMODY, FENOR, WATERFORD",Waterford,,"€232,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
24/04/2020,"APARTMENT 3, MORRISTOWNBILLAR, NEWBRIDGE",Kildare,,"€152,500.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
30/04/2020,"ST. ANNES, DUBLIN ROAD, MULLINGAR",Westmeath,,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
09/07/2020,"44, Cedarview  Northwood, Santry",Dublin,,"€436,123.35",No,Yes,New Dwelling house /Apartment,,ok_mapbox_relaxed,53.40537,-6.255898,mapbox,9
24/01/2020,"DRUMCONNELLY, EDENMORE, EMYVALE",Monaghan,,"€70,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
13/11/2020,"7 FORT LORENZO HOUSE, FORT LORENZO, GALWAY",Galway,,"€242,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
24/11/2020,"53 Ballycullen Green, Old Court Road, Ballycullen",Dublin,,"€431,718.06",No,Yes,New Dwelling house /Apartment,,ok_mapbox_strict,53.26852,-6.335268,mapbox,24
17/02/2020,"DUNMORE HOUSE, BOTHAR BUILDING, NEWCASTLE WEST",Limerick,,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
04/06/2020,"APT 59, ROSBERCON COURT, LOWER ROSBERCON",Wexford,,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
08/05/2020,"MILL RD, RATHMORE, KERRY",Kerry,,"€188,250.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
11/11/2020,"68 ARD ODONNELL, LETTERKENNY, DONEGAL",Donegal,,"€147,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
23/10/2020,"30 THE MAPLES, STROKESTOWN, ROSCOMMON",Roscommon,,"€145,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
01/10/2020,"85 ARD UISCE, WHITEROCK HILL, WEXFORD",Wexford,,"€205,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
16/04/2020,"SHANAWAY EAST, MILTOWN MALBAY, CO CLARE",Clare,,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
04/08/2020,"15 THE HAWTHORNS, KINNEGAD, WESTMEATH",Westmeath,,"€270,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
25/06/2020,"18 Castle Rivers, Conna, Co Cork",Cork,,"€215,859.00",No,Yes,New Dwelling house /Apartment,,,,,,
21/04/2020,"DEERAGH, DUNMANWAY, CO CORK",Cork,,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
12/02/2020,"TAWNY COTTAGE, KNOCKNABOLEY, HACKETSTOWN",Carlow,,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
07/05/2020,"77 BLOCK B, SMITHFIELD MARKET, SMITHFIELD DUBLIN 7",Dublin,,"€490,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.322754,-6.231217,mapbox,4
16/09/2020,"42 SUGARLOAF CRESCENT, BRAY, WICKLOW",Wicklow,,"€310,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
27/02/2020,"4 ST ALPHONSUS RD, DUNDALK, LOUTH",Louth,,"€81,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
04/02/2020,"52 GLEANN RIBH, BALLOUGH, LUSK",Dublin,,"€226,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.522552,-6.167403,mapbox,-1
16/04/2020,"7 GLENALL, BORRIS IN OSSARY",Laois,,"€175,330.00",No,Yes,New Dwelling house /Apartment,,,,,,
07/08/2020,"2(A) Temple Crescent, Blackrock, Co. Dublin",Dublin,,"€1,321,585.90",No,Yes,New Dwelling house /Apartment,,ok_nominatim,53.2971755,-6.1683629,nominatim,-1
26/08/2020,"14 EATON BRAE, SHANKILL, DUBLIN 18",Dublin,,"€780,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_nominatim,53.2367074,-6.1148925,nominatim,18
30/06/2020,"14 GREEN PARK, WILTON LAWN, CORK",Cork,,"€320,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
12/11/2020,"APT 1, KELBELL HOUSE, THE SQUARE",Mayo,,"€62,500.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
14/02/2020,"9 MEADOW SPRINGS, CLAREVIEW, LIMERICK",Limerick,,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
13/10/2020,"19 GOLD CAVE CRESCENT, TUAM, GALWAY",Galway,,"€165,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,,,,,
10/07/2020,"CROSSLAKE, BANNOW, CO WEXFORD",Wexford,,"€335,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
20/02/2020,"1 PROBY PARK, SAVAL PARK RD, DALKEY",Dublin,,"€870,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.276496,-6.120051,mapbox,-1
12/03/2020,"CUILDOO, CALLOW, FOXFORD",Mayo,,"€35,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
09/11/2020,"285 Bellingham, Mounthrath Road, Portlaois",Laois,,"€199,753.00",No,Yes,New Dwelling house /Apartment,,,,,,
19/06/2020,"44 the Willows, Janeville, Carrigaline",Cork,,"€295,153.00",No,Yes,New Dwelling house /Apartment,,,,,,
09/09/2020,"25 PARK VIEW, CASTLEKNOCK RD, DUBLIN 15",Dublin,,"€1,065,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.370478,-6.34676,mapbox,15
14/10/2020,"18 GRANGEVIEW PLACE, CLONDALKIN, DUBLIN 24",Dublin,,"€197,500.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.325168,-6.427131,mapbox,22
30/01/2020,"15 BROADFIELD HEATH, RATHCOOLE, CO DUBLIN",Dublin,,"€280,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_nominatim,53.2795061,-6.4811009,nominatim,24
28/08/2020,"17 the green, stamullen, county meath",Meath,,"€264,317.19",No,Yes,New Dwelling house /Apartment,,,,,,
02/03/2020,"10 CHAPEL ST, TRALEE, KERRY",Kerry,,"€76,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
10/08/2020,"141 CLUAIN AIRNE, SHANNON, CO CLARE",Clare,,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
07/02/2020,"29 Fairhaven Walk, Castleknock Road, Castleknock",Dublin,,"€561,365.00",No,Yes,New Dwelling house /Apartment,,ok_mapbox_strict,53.373371,-6.343982,mapbox,15
20/07/2020,"9 SANDY GROVE, BLACKROCK, DUNDALK",Louth,A91WP68,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
16/01/2020,"7 OAK DR, CLASSIS LAKE, OVENS",Cork,,"€263,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
21/12/2020,"14 HAMLET SQ, CHIEFTAINS WAY, BALBRIGGAN",Dublin,,"€225,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.61322,-6.203031,mapbox,-1
15/05/2020,"PROVIDENCE HOUSE, KILCARBRY, ENNISCORTHY",Wexford,,"€575,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
22/05/2020,"6 CONGRESS PLACE, WATERFORD, WATERFORD",Waterford,,"€107,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
16/12/2020,"4 PARK VIEW, ORWELL RD, RATHGAR DUBLIN 6",Dublin,,"€546,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.3591,-6.299653,mapbox,7
11/11/2020,"49 Forgelands, Old Forge Road, Enniscorthy",Wexford,,"€225,007.05",No,Yes,New Dwelling house /Apartment,,,,,,
16/03/2020,"36 CASCADE PARK, CLONMEL, TIPPERARY",Tipperary,,"€127,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
18/03/2020,"14A Sli an Aifrinn, Athlone",Westmeath,,"€314,845.81",No,Yes,New Dwelling house /Apartment,,,,,,
04/03/2020,"54 BALREASK VILLAGE, TRIM RD, NAVAN",Meath,,"€205,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
06/10/2020,"STRAD, ROSSINVER, LEITRIM",Leitrim,,"€96,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
