Date of Sale (dd/mm/yyyy),County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Sale Year,Sale Month,is_apartment,has_number,dublin_district,dublin_district_missing,area_token,area_token_missing,area_token_reduced,vat_adjusted_flag,Price_Adjusted_VAT,Price_Adjusted_VAT_Clamped
2021-05-20,Kerry,107500.0,Yes,No,Second-Hand Dwelling house /Apartment,2021,5,1,0,Unknown,1,edward court,0,Other,0,107500.0,107500.0
2021-05-14,Dublin,343000.0,No,No,Second-Hand Dwelling house /Apartment,2021,5,0,1,Dublin 13,0,the coast,0,Other,0,343000.0,343000.0
2021-07-12,Donegal,180000.0,No,No,Second-Hand Dwelling house /Apartment,2021,7,0,1,Unknown,1,ludden,0,Other,0,180000.0,180000.0
2021-03-08,Cork,230000.0,No,No,Second-Hand Dwelling house /Apartment,2021,3,0,0,Unknown,1,sherkin island,0,Other,0,230000.0,230000.0
2021-04-14,Cavan,161000.0,No,No,Second-Hand Dwelling house /Apartment,2021,4,0,1,Unknown,1,14 oldtown,0,Other,0,161000.0,161000.0
2021-05-05,Mayo,135000.0,No,No,Second-Hand Dwelling house /Apartment,2021,5,0,1,Unknown,1,odgort,0,Other,0,135000.0,135000.0
2021-12-15,Cork,220000.0,No,No,Second-Hand Dwelling house /Apartment,2021,12,0,0,Unknown,1,kinsale,0,Other,0,220000.0,220000.0
2021-05-27,Dublin,650000.0,No,No,Second-Hand Dwelling house /Apartment,2021,5,0,1,Unknown,1,drumcondra,0,drumcondra,0,650000.0,650000.0
2021-03-01,Waterford,120000.0,No,No,Second-Hand Dwelling house /Apartment,2021,3,0,1,Unknown,1,abbeyside,0,Other,0,120000.0,120000.0
2021-09-21,Louth,213000.0,No,No,Second-Hand Dwelling house /Apartment,2021,9,0,1,Unknown,1,drogheda,0,drogheda,0,213000.0,213000.0
2021-07-30,Tipperary,100000.0,No,No,Second-Hand Dwelling house /Apartment,2021,7,0,0,Unknown,1,clonmel,0,clonmel,0,100000.0,100000.0
2021-02-01,Laois,129000.0,No,No,Second-Hand Dwelling house /Apartment,2021,2,0,1,Unknown,1,portlaoise,0,portlaoise,0,129000.0,129000.0
2021-05-07,Galway,30000.0,No,No,Second-Hand Dwelling house /Apartment,2021,5,0,0,Unknown,1,menlough,0,Other,0,30000.0,60000.0
2021-09-08,Clare,25000.0,No,No,Second-Hand Dwelling house /Apartment,2021,9,0,0,Unknown,1,cooraclare,0,Other,0,25000.0,60000.0
2021-09-28,Waterford,272000.0,No,No,Second-Hand Dwelling house /Apartment,2021,9,0,0,Unknown,1,ring,0,Other,0,272000.0,272000.0
2021-02-26,Louth,390000.0,No,No,Second-Hand Dwelling house /Apartment,2021,2,0,0,Unknown,1,blackrock,0,blackrock,0,390000.0,390000.0
2021-09-24,Cork,325991.19,No,Yes,New Dwelling house /Apartment,2021,9,0,1,Unknown,1,janeville,0,Other,1,370000.00065,370000.00065
2021-05-10,Kildare,327500.0,No,No,Second-Hand Dwelling house /Apartment,2021,5,0,1,Unknown,1,walshestown park,0,Other,0,327500.0,327500.0
2021-12-01,Galway,395000.0,No,No,Second-Hand Dwelling house /Apartment,2021,12,0,1,Unknown,1,knocknacarra,0,Other,0,395000.0,395000.0
2021-12-12,Longford,95000.0,No,No,Second-Hand Dwelling house /Apartment,2021,12,0,1,Unknown,1,cullyfad,0,Other,0,95000.0,95000.0
2021-05-31,Roscommon,110000.0,No,No,Second-Hand Dwelling house /Apartment,2021,5,0,0,Unknown,1,athlone,0,athlone,0,110000.0,110000.0
2021-10-28,Meath,312775.0,No,Yes,New Dwelling house /Apartment,2021,10,0,1,Unknown,1,oldbridge manor,0,Other,1,354999.625,354999.625
2021-07-27,Kerry,295000.0,No,No,Second-Hand Dwelling house /Apartment,2021,7,0,1,Unknown,1,dingle,0,Other,0,295000.0,295000.0
2021-09-28,Meath,189000.0,No,No,Second-Hand Dwelling house /Apartment,2021,9,1,1,Unknown,1,academy sq,0,Other,0,189000.0,189000.0
2021-08-26,Dublin,325000.0,Yes,No,Second-Hand Dwelling house /Apartment,2021,8,0,1,Dublin 13,0,the coast,0,Other,0,325000.0,325000.0
2021-08-26,Laois,210000.0,No,No,Second-Hand Dwelling house /Apartment,2021,8,0,0,Unknown,1,keelogue,0,Other,0,210000.0,210000.0
2021-08-20,Roscommon,235000.0,No,No,Second-Hand Dwelling house /Apartment,2021,8,0,0,Unknown,1,liscaul,0,Other,0,235000.0,235000.0
2021-12-20,Dublin,125000.0,Yes,No,Second-Hand Dwelling house /Apartment,2021,12,0,1,Unknown,1,castle ave,0,Other,0,125000.0,125000.0
2021-05-27,Donegal,100000.0,No,No,Second-Hand Dwelling house /Apartment,2021,5,0,0,Unknown,1,creeslough,0,Other,0,100000.0,100000.0
2021-10-15,Dublin,415000.0,No,No,Second-Hand Dwelling house /Apartment,2021,10,0,1,Unknown,1,drumcondra,0,drumcondra,0,415000.0,415000.0
2021-05-28,Westmeath,260000.0,No,No,Second-Hand Dwelling house /Apartment,2021,5,0,0,Unknown,1,castlepollard,0,Other,0,260000.0,260000.0
2021-01-15,Dublin,390000.0,No,No,Second-Hand Dwelling house /Apartment,2021,1,0,1,Dublin 4,0,ringsend,0,Other,0,390000.0,390000.0
2021-03-22,Kilkenny,161500.0,No,No,Second-Hand Dwelling house /Apartment,2021,3,0,1,Unknown,1,ferrybank,0,Other,0,161500.0,161500.0
2021-04-21,Dublin,185500.0,No,No,Second-Hand Dwelling house /Apartment,2021,4,0,1,Dublin 11,0,finglas,0,finglas,0,185500.0,185500.0
2021-12-06,Cork,105000.0,No,No,Second-Hand Dwelling house /Apartment,2021,12,0,0,Unknown,1,glengarriff,0,Other,0,105000.0,105000.0
2021-03-22,Cork,230000.0,No,No,Second-Hand Dwelling house /Apartment,2021,3,0,1,Unknown,1,wilton,0,Other,0,230000.0,230000.0
2021-06-14,Westmeath,221000.0,No,No,Second-Hand Dwelling house /Apartment,2021,6,0,1,Unknown,1,coosan rd,0,Other,0,221000.0,221000.0
2021-02-02,Wicklow,364646.12,No,No,Second-Hand Dwelling house /Apartment,2021,2,1,1,Unknown,1,marina village,0,Other,0,364646.12,364646.12
2021-01-12,Kilkenny,255000.0,No,No,Second-Hand Dwelling house /Apartment,2021,1,0,0,Unknown,1,fiddown,0,Other,0,255000.0,255000.0
2021-02-26,Kilkenny,43500.0,No,Yes,New Dwelling house /Apartment,2021,2,0,1,Unknown,1,cloghabrody,0,Other,1,49372.5,60000.0
2021-02-26,Kildare,835000.0,No,No,Second-Hand Dwelling house /Apartment,2021,2,0,0,Unknown,1,eadestown,0,Other,0,835000.0,721137.5
2021-09-01,Cork,115000.0,No,No,Second-Hand Dwelling house /Apartment,2021,9,0,1,Unknown,1,the quay,0,Other,0,115000.0,115000.0
2021-07-30,Limerick,340000.0,Yes,No,Second-Hand Dwelling house /Apartment,2021,7,0,0,Unknown,1,clonmacken,0,Other,0,340000.0,340000.0
2021-01-22,Dublin,328500.0,No,No,Second-Hand Dwelling house /Apartment,2021,1,0,1,Dublin 5,0,artane,0,artane,0,328500.0,328500.0
2021-01-28,Dublin,770000.0,No,No,Second-Hand Dwelling house /Apartment,2021,1,0,1,Dublin 15,0,castleknock,0,castleknock,0,770000.0,721137.5
2021-05-07,Dublin,300000.0,No,No,Second-Hand Dwelling house /Apartment,2021,5,0,1,Dublin 12,0,walkinstown,0,walkinstown,0,300000.0,300000.0
2021-08-11,Meath,127000.0,No,No,Second-Hand Dwelling house /Apartment,2021,8,0,1,Unknown,1,timmons hill,0,Other,0,127000.0,127000.0
2021-04-22,Kerry,185000.0,No,No,Second-Hand Dwelling house /Apartment,2021,4,0,0,Unknown,1,kilgobnet,0,Other,0,185000.0,185000.0
2021-12-16,Dublin,540000.0,No,No,Second-Hand Dwelling house /Apartment,2021,12,0,1,Dublin 9,0,whitehall,0,whitehall,0,540000.0,540000.0
2021-08-11,Dublin,265000.0,No,No,Second-Hand Dwelling house /Apartment,2021,8,1,1,Dublin 13,0,1 park ave,0,Other,0,265000.0,265000.0
2021-01-28,Offaly,161000.0,No,No,Second-Hand Dwelling house /Apartment,2021,1,0,1,Unknown,1,collins lane,0,Other,0,161000.0,161000.0
2021-04-08,Dublin,286806.0,No,No,Second-Hand Dwelling house /Apartment,2021,4,0,1,Unknown,1,swords,0,swords,0,286806.0,286806.0
2021-08-17,Cork,199950.0,No,No,Second-Hand Dwelling house /Apartment,2021,8,0,1,Unknown,1,gurranabraher,0,Other,0,199950.0,199950.0
2021-03-09,Kerry,273000.0,No,No,Second-Hand Dwelling house /Apartment,2021,3,0,0,Unknown,1,tralee,0,tralee,0,273000.0,273000.0
2021-02-04,Louth,146000.0,No,No,Second-Hand Dwelling house /Apartment,2021,2,0,0,Unknown,1,bellurgan,0,Other,0,146000.0,146000.0
2021-03-26,Westmeath,220000.0,No,No,Second-Hand Dwelling house /Apartment,2021,3,0,0,Unknown,1,bonavalley,0,Other,0,220000.0,220000.0
2021-03-03,Tipperary,205000.0,No,No,Second-Hand Dwelling house /Apartment,2021,3,0,1,Unknown,1,cahir,0,Other,0,205000.0,205000.0
2021-04-26,Cavan,225000.0,No,No,Second-Hand Dwelling house /Apartment,2021,4,0,1,Unknown,1,moynehall,0,Other,0,225000.0,225000.0
2021-06-01,Wicklow,180000.0,No,No,Second-Hand Dwelling house /Apartment,2021,6,0,0,Unknown,1,glenealy,0,Other,0,180000.0,180000.0
2021-06-16,Wexford,125000.0,No,No,Second-Hand Dwelling house /Apartment,2021,6,0,1,Unknown,1,enniscorthy,0,enniscorthy,0,125000.0,125000.0
2021-07-21,Carlow,207048.46,No,Yes,New Dwelling house /Apartment,2021,7,0,1,Unknown,1,cois dara,0,Other,1,235000.00209999998,235000.00209999998
2021-01-22,Dublin,450000.0,No,No,Second-Hand Dwelling house /Apartment,2021,1,0,1,Dublin 14,0,dundrum,0,dundrum,0,450000.0,450000.0
2021-11-23,Kildare,640000.0,No,No,Second-Hand Dwelling house /Apartment,2021,11,0,0,Unknown,1,bishopsland,0,Other,0,640000.0,640000.0
2021-09-13,Limerick,65000.0,No,No,Second-Hand Dwelling house /Apartment,2021,9,0,1,Unknown,1,kilfinane,0,Other,0,65000.0,65000.0
2021-08-04,Dublin,616000.0,No,No,Second-Hand Dwelling house /Apartment,2021,8,0,1,Dublin 9,0,drumcondra,0,drumcondra,0,616000.0,616000.0
2021-08-27,Mayo,155000.0,No,No,Second-Hand Dwelling house /Apartment,2021,8,0,1,Unknown,1,cordarragh,0,Other,0,155000.0,155000.0
2021-08-03,Carlow,476000.0,No,No,Second-Hand Dwelling house /Apartment,2021,8,0,0,Unknown,1,staplestown,0,Other,0,476000.0,476000.0
2021-06-02,Offaly,161000.0,No,No,Second-Hand Dwelling house /Apartment,2021,6,0,1,Unknown,1,tara st,0,Other,0,161000.0,161000.0
2021-08-20,Clare,160000.0,No,No,Second-Hand Dwelling house /Apartment,2021,8,0,0,Unknown,1,kilmihil,0,Other,0,160000.0,160000.0
2021-12-17,Dublin,388000.0,No,No,Second-Hand Dwelling house /Apartment,2021,12,0,1,Dublin 1,0,castleforbes rd,0,Other,0,388000.0,388000.0
2021-09-24,Meath,203704.0,No,No,Second-Hand Dwelling house /Apartment,2021,9,0,1,Unknown,1,kells,0,kells,0,203704.0,203704.0
2021-06-21,Longford,71000.0,No,No,Second-Hand Dwelling house /Apartment,2021,6,0,0,Unknown,1,ballinamuck,0,Other,0,71000.0,71000.0
2021-01-20,Galway,340000.0,No,No,Second-Hand Dwelling house /Apartment,2021,1,0,1,Unknown,1,bride st,0,Other,0,340000.0,340000.0
2021-12-15,Dublin,331000.0,No,Yes,New Dwelling house /Apartment,2021,12,0,1,Unknown,1,newcastle,0,newcastle,1,375685.0,375685.0
2021-05-11,Dublin,590000.0,No,No,Second-Hand Dwelling house /Apartment,2021,5,0,1,Unknown,1,killiney,0,Other,0,590000.0,590000.0
2021-01-07,Waterford,169000.0,No,No,Second-Hand Dwelling house /Apartment,2021,1,0,1,Unknown,1,baile na ndeise,0,Other,0,169000.0,169000.0
2021-03-30,Donegal,158590.3,No,Yes,New Dwelling house /Apartment,2021,3,0,1,Unknown,1,belleek rd,0,Other,1,179999.99049999999,179999.99049999999
2021-09-10,Westmeath,198500.0,Yes,No,Second-Hand Dwelling house /Apartment,2021,9,0,1,Unknown,1,lakepoint park,0,Other,0,198500.0,198500.0
2021-10-15,Dublin,970000.0,No,No,Second-Hand Dwelling house /Apartment,2021,10,0,0,Unknown,1,balcarrick,0,Other,0,970000.0,721137.5
2021-11-19,Carlow,81000.0,No,No,Second-Hand Dwelling house /Apartment,2021,11,0,1,Unknown,1,tullow,0,Other,0,81000.0,81000.0
2021-03-12,Dublin,581497.8,No,No,New Dwelling house /Apartment,2021,3,0,1,Unknown,1,8 auburn green,0,Other,0,581497.8,581497.8
2021-06-03,Kerry,213000.0,No,No,Second-Hand Dwelling house /Apartment,2021,6,0,1,Unknown,1,dingle,0,Other,0,213000.0,213000.0
2021-07-14,Clare,100000.0,No,No,Second-Hand Dwelling house /Apartment,2021,7,0,0,Unknown,1,shannon,0,shannon,0,100000.0,100000.0
2021-09-17,Monaghan,206000.0,No,No,Second-Hand Dwelling house /Apartment,2021,9,0,0,Unknown,1,castleblayney,0,Other,0,206000.0,206000.0
2021-03-16,Dublin,875000.0,No,No,Second-Hand Dwelling house /Apartment,2021,3,0,1,Unknown,1,lower road shankill,0,Other,0,875000.0,721137.5
2021-11-23,Dublin,545000.0,No,No,Second-Hand Dwelling house /Apartment,2021,11,0,0,Unknown,1,loughshinny,0,Other,0,545000.0,545000.0
2021-05-06,Dublin,348000.0,No,No,Second-Hand Dwelling house /Apartment,2021,5,1,1,Dublin 18,0,one beacon,0,Other,0,348000.0,348000.0
2021-04-20,Dublin,436000.0,No,No,Second-Hand Dwelling house /Apartment,2021,4,0,1,Dublin 11,0,60a glasnevin downs,0,Other,0,436000.0,436000.0
2021-07-21,Dublin,775000.0,No,No,Second-Hand Dwelling house /Apartment,2021,7,0,1,Dublin 18,0,foxrock,0,foxrock,0,775000.0,721137.5
2021-09-03,Galway,190000.0,No,No,Second-Hand Dwelling house /Apartment,2021,9,0,0,Unknown,1,cloonkeely,0,Other,0,190000.0,190000.0
2021-05-28,Dublin,309199.0,No,Yes,New Dwelling house /Apartment,2021,5,0,1,Unknown,1,bay meadows,0,Other,1,350940.865,350940.865
2021-07-21,Roscommon,110000.0,No,No,Second-Hand Dwelling house /Apartment,2021,7,0,1,Unknown,1,cortober,0,Other,0,110000.0,110000.0
2021-03-12,Tipperary,210000.0,No,No,Second-Hand Dwelling house /Apartment,2021,3,0,0,Unknown,1,cashel rd,0,Other,0,210000.0,210000.0
2021-05-26,Cork,146500.0,No,No,Second-Hand Dwelling house /Apartment,2021,5,0,1,Unknown,1,youghal,0,youghal,0,146500.0,146500.0
2021-07-14,Galway,187500.0,Yes,No,Second-Hand Dwelling house /Apartment,2021,7,0,0,Unknown,1,athenry rd,0,Other,0,187500.0,187500.0
2021-04-26,Meath,295154.0,No,Yes,New Dwelling house /Apartment,2021,4,0,1,Unknown,1,84 willow drive,0,Other,1,334999.79,334999.79
2021-12-20,Wicklow,1585000.0,No,No,Second-Hand Dwelling house /Apartment,2021,12,0,0,Unknown,1,sidmonton rd,0,Other,0,1585000.0,721137.5
2021-12-22,Cork,1164000.0,No,No,Second-Hand Dwelling house /Apartment,2021,12,0,0,Unknown,1,sallyport,0,Other,0,1164000.0,721137.5
2021-12-20,Dublin,665000.0,No,No,Second-Hand Dwelling house /Apartment,2021,12,0,1,Unknown,1,abbey road,0,Other,0,665000.0,665000.0
2021-06-15,Louth,415000.0,No,No,Second-Hand Dwelling house /Apartment,2021,6,0,1,Unknown,1,dromiskin,0,Other,0,415000.0,415000.0
2021-12-14,Dublin,290000.0,No,No,Second-Hand Dwelling house /Apartment,2021,12,0,1,Dublin 11,0,finglas east,0,Other,0,290000.0,290000.0
2021-10-01,Waterford,210000.0,No,No,Second-Hand Dwelling house /Apartment,2021,10,0,1,Unknown,1,dungarvan,0,dungarvan,0,210000.0,210000.0
2021-09-20,Dublin,535000.0,No,No,Second-Hand Dwelling house /Apartment,2021,9,0,1,Dublin 15,0,castleknock,0,castleknock,0,535000.0,535000.0
2021-11-24,Limerick,355000.0,No,No,Second-Hand Dwelling house /Apartment,2021,11,0,0,Unknown,1,athea,0,Other,0,355000.0,355000.0
2021-06-11,Kildare,270000.0,No,No,Second-Hand Dwelling house /Apartment,2021,6,1,1,Unknown,1,sallins,0,Other,0,270000.0,270000.0
2021-07-07,Kerry,96000.0,No,No,Second-Hand Dwelling house /Apartment,2021,7,0,1,Unknown,1,tralee,0,tralee,0,96000.0,96000.0
2021-12-01,Clare,295000.0,No,No,Second-Hand Dwelling house /Apartment,2021,12,0,0,Unknown,1,ennis,0,ennis,0,295000.0,295000.0
2021-07-06,Kilkenny,315000.0,No,No,Second-Hand Dwelling house /Apartment,2021,7,0,0,Unknown,1,piltown,0,Other,0,315000.0,315000.0
2021-05-17,Donegal,93000.0,No,No,Second-Hand Dwelling house /Apartment,2021,5,0,0,Unknown,1,burtonport,0,Other,0,93000.0,93000.0
2021-03-26,Dublin,606000.0,No,No,Second-Hand Dwelling house /Apartment,2021,3,0,1,Dublin 5,0,raheny,0,raheny,0,606000.0,606000.0
2021-08-09,Donegal,188699.98,No,No,Second-Hand Dwelling house /Apartment,2021,8,0,0,Unknown,1,urrismanagh,0,Other,0,188699.98,188699.98
2021-08-13,Wexford,335000.0,No,No,Second-Hand Dwelling house /Apartment,2021,8,0,1,Unknown,1,gorey,0,gorey,0,335000.0,335000.0
2021-01-26,Limerick,31000.0,No,No,Second-Hand Dwelling house /Apartment,2021,1,0,0,Unknown,1,main street,0,main street,0,31000.0,60000.0
2021-01-29,Wexford,145000.0,No,No,Second-Hand Dwelling house /Apartment,2021,1,0,0,Unknown,1,grange rd,0,Other,0,145000.0,145000.0
2021-06-11,Donegal,310000.0,No,No,Second-Hand Dwelling house /Apartment,2021,6,0,0,Unknown,1,bridgend,0,Other,0,310000.0,310000.0
2021-07-29,Cork,180000.0,No,No,Second-Hand Dwelling house /Apartment,2021,7,0,0,Unknown,1,dunmanway,0,Other,0,180000.0,180000.0
2021-02-23,Dublin,305000.0,No,No,Second-Hand Dwelling house /Apartment,2021,2,1,1,Unknown,1,salem house,0,Other,0,305000.0,305000.0
2021-05-27,Dublin,240000.0,No,No,Second-Hand Dwelling house /Apartment,2021,5,0,1,Unknown,1,balrothery,0,Other,0,240000.0,240000.0
2021-10-26,Dublin,339000.0,No,No,Second-Hand Dwelling house /Apartment,2021,10,0,1,Unknown,1,melrose park,0,Other,0,339000.0,339000.0
2021-11-01,Wexford,405287.0,No,Yes,New Dwelling house /Apartment,2021,11,0,0,Unknown,1,knockmullen,0,Other,1,460000.745,460000.745
2021-02-15,Cavan,83000.0,No,No,Second-Hand Dwelling house /Apartment,2021,2,1,1,Unknown,1,canal bank walk,0,Other,0,83000.0,83000.0
2021-03-19,Meath,330000.0,No,No,Second-Hand Dwelling house /Apartment,2021,3,0,1,Unknown,1,ashbourne,0,ashbourne,0,330000.0,330000.0
2021-08-26,Dublin,340000.0,No,Yes,New Dwelling house /Apartment,2021,8,0,1,Unknown,1,5 taylor hill mews,0,Other,1,385900.0,385900.0
2021-09-10,Cork,220000.0,No,No,Second-Hand Dwelling house /Apartment,2021,9,0,1,Unknown,1,dun eala,0,Other,0,220000.0,220000.0
2021-07-16,Tipperary,512000.0,No,No,Second-Hand Dwelling house /Apartment,2021,7,0,0,Unknown,1,marlfield,0,Other,0,512000.0,512000.0
2021-09-29,Roscommon,93000.0,No,No,Second-Hand Dwelling house /Apartment,2021,9,0,1,Unknown,1,rooskey,0,Other,0,93000.0,93000.0
2021-10-11,Tipperary,140000.0,No,No,Second-Hand Dwelling house /Apartment,2021,10,0,0,Unknown,1,ashpark,0,Other,0,140000.0,140000.0
2021-02-24,Dublin,900000.0,No,No,Second-Hand Dwelling house /Apartment,2021,2,0,1,Dublin 16,0,ballinteer,0,ballinteer,0,900000.0,721137.5
2021-05-24,Cork,233333.0,No,No,Second-Hand Dwelling house /Apartment,2021,5,1,1,Unknown,1,lower glanmire rd,0,Other,0,233333.0,233333.0
2021-03-19,Mayo,96000.0,No,No,Second-Hand Dwelling house /Apartment,2021,3,0,1,Unknown,1,kiltimagh rd,0,Other,0,96000.0,96000.0
2021-10-04,Limerick,225000.0,No,No,Second-Hand Dwelling house /Apartment,2021,10,0,1,Unknown,1,corbally,0,Other,0,225000.0,225000.0
2021-02-23,Kerry,235000.0,No,No,Second-Hand Dwelling house /Apartment,2021,2,0,0,Unknown,1,tralee,0,tralee,0,235000.0,235000.0
2021-11-03,Offaly,186000.0,No,No,Second-Hand Dwelling house /Apartment,2021,11,0,1,Unknown,1,edenderry,0,edenderry,0,186000.0,186000.0
2021-01-08,Dublin,6770926.0,No,No,Second-Hand Dwelling house /Apartment,2021,1,1,1,Dublin 2,0,longboat quay north,0,Other,0,6770926.0,721137.5
2021-12-20,Dublin,607929.51,No,Yes,New Dwelling house /Apartment,2021,12,0,1,Unknown,1,back road,0,Other,1,689999.99385,689999.99385
2021-04-22,Donegal,137000.0,No,No,Second-Hand Dwelling house /Apartment,2021,4,0,1,Unknown,1,buncrana,0,Other,0,137000.0,137000.0
2021-08-06,Dublin,300000.0,No,No,Second-Hand Dwelling house /Apartment,2021,8,0,1,Unknown,1,balrothery,0,Other,0,300000.0,300000.0
2021-09-06,Cavan,72000.0,No,No,Second-Hand Dwelling house /Apartment,2021,9,1,1,Unknown,1,main st,0,main st,0,72000.0,72000.0
2021-12-16,Kildare,405286.0,No,Yes,New Dwelling house /Apartment,2021,12,0,1,Unknown,1,mariavilla,0,Other,1,459999.61,459999.61
2021-03-15,Dublin,780000.0,No,No,Second-Hand Dwelling house /Apartment,2021,3,0,1,Unknown,1,mount merrion,0,Other,0,780000.0,721137.5
2021-11-03,Limerick,272000.0,No,No,Second-Hand Dwelling house /Apartment,2021,11,0,1,Unknown,1,castleconnell,0,Other,0,272000.0,272000.0
2021-12-21,Laois,100000.0,No,No,Second-Hand Dwelling house /Apartment,2021,12,0,1,Unknown,1,portlaoise,0,portlaoise,0,100000.0,100000.0
2021-12-17,Kilkenny,308370.04,No,Yes,New Dwelling house /Apartment,2021,12,0,1,Unknown,1,rath ullord,0,Other,1,349999.99539999996,349999.99539999996
2021-12-21,Kerry,506607.0,No,Yes,New Dwelling house /Apartment,2021,12,0,1,Unknown,1,oakpark,0,Other,1,574998.945,574998.945
2021-02-09,Kildare,550000.0,No,No,Second-Hand Dwelling house /Apartment,2021,2,0,0,Unknown,1,church lane,0,Other,0,550000.0,550000.0
2021-01-21,Cavan,95000.0,No,No,Second-Hand Dwelling house /Apartment,2021,1,1,1,Unknown,1,the beeches woodford meadows,0,Other,0,95000.0,95000.0
2021-01-18,Cork,328745.0,No,Yes,New Dwelling house /Apartment,2021,1,0,1,Unknown,1,ballinglanna,0,ballinglanna,1,373125.575,373125.575
2021-08-31,Sligo,155000.0,No,Yes,New Dwelling house /Apartment,2021,8,0,0,Unknown,1,49a woodstream,0,Other,1,175925.0,175925.0
2021-03-31,Kerry,25000.0,No,No,Second-Hand Dwelling house /Apartment,2021,3,0,0,Unknown,1,cahirsiveen,0,Other,0,25000.0,60000.0
2021-06-11,Wexford,214977.97,No,Yes,New Dwelling house /Apartment,2021,6,0,1,Unknown,1,no 53 kerlogue manor,0,Other,1,243999.99595,243999.99595
2021-06-30,Mayo,65000.0,No,No,Second-Hand Dwelling house /Apartment,2021,6,0,1,Unknown,1,ballina,0,ballina,0,65000.0,65000.0
2021-11-10,Meath,195000.0,No,No,Second-Hand Dwelling house /Apartment,2021,11,0,1,Unknown,1,coill fada,0,Other,0,195000.0,195000.0
2021-03-22,Kerry,145000.0,No,No,Second-Hand Dwelling house /Apartment,2021,3,0,0,Unknown,1,ballymullen,0,Other,0,145000.0,145000.0
2021-01-14,Dublin,310000.0,No,No,Second-Hand Dwelling house /Apartment,2021,1,0,1,Dublin 15,0,waterville,0,waterville,0,310000.0,310000.0
2021-08-24,Dublin,610000.0,No,No,Second-Hand Dwelling house /Apartment,2021,8,0,1,Unknown,1,manor estate,0,Other,0,610000.0,610000.0
2021-04-30,Cork,195000.0,No,No,Second-Hand Dwelling house /Apartment,2021,4,0,1,Unknown,1,kinsale,0,Other,0,195000.0,195000.0
2021-10-26,Limerick,95000.0,No,No,Second-Hand Dwelling house /Apartment,2021,10,1,1,Unknown,1,rhebogue,0,Other,0,95000.0,95000.0
2021-09-20,Clare,273127.0,No,Yes,New Dwelling house /Apartment,2021,9,0,1,Unknown,1,school road,0,Other,1,309999.145,309999.145
2021-04-12,Sligo,345000.0,No,No,Second-Hand Dwelling house /Apartment,2021,4,0,0,Unknown,1,sooey,0,Other,0,345000.0,345000.0
2021-12-22,Kildare,462555.06,No,Yes,New Dwelling house /Apartment,2021,12,0,1,Unknown,1,mariavilla,0,Other,1,524999.9931,524999.9931
2021-09-10,Kildare,345154.0,No,Yes,New Dwelling house /Apartment,2021,9,0,1,Unknown,1,celbridge,0,celbridge,1,391749.79,391749.79
2021-06-02,Donegal,265000.0,No,No,Second-Hand Dwelling house /Apartment,2021,6,0,0,Unknown,1,ballybofey,0,Other,0,265000.0,265000.0
2021-08-27,Meath,380000.0,No,No,Second-Hand Dwelling house /Apartment,2021,8,0,0,Unknown,1,kells,0,kells,0,380000.0,380000.0
2021-08-11,Meath,321000.0,No,No,Second-Hand Dwelling house /Apartment,2021,8,0,1,Unknown,1,enfield,0,Other,0,321000.0,321000.0
2021-05-06,Kilkenny,125000.0,No,No,Second-Hand Dwelling house /Apartment,2021,5,0,1,Unknown,1,23 brandon park graignamanagh,0,Other,0,125000.0,125000.0
2021-02-02,Dublin,305000.0,No,No,Second-Hand Dwelling house /Apartment,2021,2,0,1,Dublin 5,0,artane,0,artane,0,305000.0,305000.0
2021-04-20,Limerick,115000.0,No,No,Second-Hand Dwelling house /Apartment,2021,4,1,1,Unknown,1,mahon house,0,Other,0,115000.0,115000.0
2021-12-22,Mayo,136600.0,No,No,Second-Hand Dwelling house /Apartment,2021,12,0,0,Unknown,1,ashbrook,0,Other,0,136600.0,136600.0
2021-06-04,Donegal,73000.0,No,No,Second-Hand Dwelling house /Apartment,2021,6,0,1,Unknown,1,bundoran,0,Other,0,73000.0,73000.0
2021-02-26,Longford,100000.0,No,No,Second-Hand Dwelling house /Apartment,2021,2,0,1,Unknown,1,granard,0,Other,0,100000.0,100000.0
2021-07-07,Cork,550000.0,No,No,Second-Hand Dwelling house /Apartment,2021,7,0,1,Unknown,1,ballinlough,0,Other,0,550000.0,550000.0
2021-07-30,Kildare,377500.0,No,No,Second-Hand Dwelling house /Apartment,2021,7,0,1,Unknown,1,duncarraig,0,Other,0,377500.0,377500.0
2021-08-25,Limerick,246000.0,No,No,Second-Hand Dwelling house /Apartment,2021,8,0,1,Unknown,1,ocallaghan strand,0,Other,0,246000.0,246000.0
2021-08-06,Kilkenny,49500.0,No,No,Second-Hand Dwelling house /Apartment,2021,8,0,1,Unknown,1,kilmacow,0,Other,0,49500.0,60000.0
2021-10-19,Dublin,325000.0,No,No,Second-Hand Dwelling house /Apartment,2021,10,0,1,Dublin 12,0,crumlin,0,crumlin,0,325000.0,325000.0
2021-10-12,Dublin,460000.0,No,No,Second-Hand Dwelling house /Apartment,2021,10,0,1,Dublin 11,0,dublin 11,0,Other,0,460000.0,460000.0
2021-12-21,Cork,337350.0,No,Yes,New Dwelling house /Apartment,2021,12,0,1,Unknown,1,ballinglanna,0,ballinglanna,1,382892.25,382892.25
