Date of Sale (dd/mm/yyyy),Address,County,Eircode,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description,Sale Year,Sale Month
2019-12-17,"26 The Birches, Ballinahinch Wood, Ashford",Wicklow,,209481.58,No,Yes,New Dwelling house /Apartment,,2019,12
2019-04-05,"15 Belfry Crescent, Liscorrie, Crosslanes",Louth,,229074.88,No,Yes,New Dwelling house /Apartment,,2019,4
2019-07-26,"52 CLUAINBROC, OLD GALWAY RD, ATHLONE",Roscommon,,204000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,7
2019-07-12,"31 ARKENDALE WOODS, ARKENDALE RD, GLENAGEARY",Dublin,,287500.0,No,No,Second-Hand Dwelling house /Apartment,,2019,7
2019-07-19,"32 KILTERAGH CLOSE, DOORADOYLE, LIMERICK",Limerick,,207000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,7
2019-12-10,"CLONBOO TEMPLETUOHY, THURLES, TIPPERARY",Tipperary,,120000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,12
2019-01-17,"2 MANOR COURT, MALLOW, CORK",Cork,,148000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,1
2019-06-07,"1 BROOKWOOD CRESCENT, ARTANE, DUBLIN 5",Dublin,,535000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,6
2019-12-03,"DRUMCONDRA, BALLINTOGHER, SLIGO",Sligo,,130000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,12
2019-07-03,"130 PACE AVE, LITTLEPACE, CLONEE DUBLIN 15",Dublin,,160000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,7
2019-10-25,"12 willow drive, bloomfield, annacotty",Limerick,,279905.0,No,Yes,New Dwelling house /Apartment,,2019,10
2019-04-25,"9 Killart, CLONKEEN ROAD, Cabinteely",Dublin,,607929.52,No,Yes,New Dwelling house /Apartment,,2019,4
2019-11-08,"41 STEEPLECHASE COURT, RATOATH, MEATH",Meath,,220000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,11
2019-12-18,"5 LISROYNE COURT, ELPHIN STREET, STROKESTOWN",Roscommon,,96916.3,Yes,No,Second-Hand Dwelling house /Apartment,,2019,12
2019-02-22,"8 ASH GROVE, CASTLEHYDE PARK, NEW ROSS",Kilkenny,,191500.0,No,No,Second-Hand Dwelling house /Apartment,,2019,2
2019-11-18,"FORTH VIEW, DAVIDSTOWN, KILLURIN",Wexford,,195500.0,No,No,Second-Hand Dwelling house /Apartment,,2019,11
2019-10-04,"30 CARRAIG GEAL, LOUGHREA, GALWAY",Galway,,223000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,10
2019-09-04,"10 HOLLYSTOWN PARK, HOLLYSTOWN, DUBLIN 15",Dublin,,485000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,9
2019-09-13,"6 FIELDVIEW COTTAGES, ANNAVILLE AVE, BLACKROCK",Dublin,,492650.0,No,No,Second-Hand Dwelling house /Apartment,,2019,9
2019-07-16,"1 The Green, Semple Woods, Donabate",Dublin,,514977.97,No,Yes,New Dwelling house /Apartment,,2019,7
2019-02-28,"9 COLLEGE AVE, COLLEGE PARK, CALLAN RD",Kilkenny,,230000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,2
2019-08-20,"42A DRUMMARTIN PARK, GOATSTOWN, DUBLIN 14",Dublin,,905000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,8
2019-10-25,"28 CROZON PARK, SLIGO, CO SLIGO",Sligo,,175000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,10
2019-08-07,"SPINOZA, CONVENT LANE, RATHFARNHAM DUBLIN 14",Dublin,,220000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,8
2019-07-05,"12 BROOKFIELD PARK, KEENAGH, LONGFORD",Longford,,145000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,7
2019-07-09,"102 Knightswood, Matthews Lane, Drogheda",Meath,,235242.0,No,Yes,New Dwelling house /Apartment,,2019,7
2019-07-01,"5 RALP MEWS, NEWTOWN PARK AVE, BLACKROCK",Dublin,,400000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,7
2019-10-25,"50 ROSEBANK COURT, MOVILLE, DONEGAL",Donegal,,150000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,10
2019-03-08,"GATE LODGE, COIS COILLE LOWER WOODHILL, TIVOLI",Cork,,300000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,3
2019-12-19,"CLASHEEL, YOUGHAL, CORK",Cork,,160000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,12
2019-08-23,"10 THE OAKS, GROVE HOUSE, MILLTOWN RD DUBLIN 6",Dublin,,753000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,8
2019-08-12,"1 seafield, shanagarry",Cork,,237886.0,Yes,Yes,New Dwelling house /Apartment,,2019,8
2019-06-28,"24 SEAGREEN GATE, BLACKLOIN, GREYSTONES",Wicklow,,471366.0,No,Yes,New Dwelling house /Apartment,,2019,6
2019-05-21,"116 Carton Grove, Dublin Road, Maynooth",Kildare,,296261.78,No,Yes,New Dwelling house /Apartment,,2019,5
2019-08-27,"7 Dún Ríoga Court, Dún Ríoga  Drumree Road, Dunshaughlin",Meath,,312775.0,No,Yes,New Dwelling house /Apartment,,2019,8
2019-12-11,"9 THE WILLOWS, JANEVILLE, CARRIGLAINE",Cork,,273127.75,No,Yes,New Dwelling house /Apartment,,2019,12
2019-05-29,"1 BERKLEY CLOSE, COLLEGE COURT, CASTLETROY",Limerick,,235000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,5
2019-08-19,"18 MOUNTAIN RD, CAHIR, TIPPERARY",Tipperary,E21WV58,84000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,8
2019-12-20,"302 WINDMILL APTS, DOCK ROAD, COUNTY LIMERICK",Limerick,,63522.88,No,No,Second-Hand Dwelling house /Apartment,,2019,12
2019-12-18,"60 MILL GATE, MILLERSTOWN, KILCOCK",Meath,,255505.0,No,Yes,New Dwelling house /Apartment,,2019,12
2019-09-13,"37 BROWNESHILL WOOD, BROWNSHILL RD, CARLOW",Carlow,,150000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,9
2019-03-27,"5 LOUGH LANE, CASTLE LESLIE VILLAGE, GLASLOUGH",Monaghan,,190000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,3
2019-10-23,"154 CRATLOE WOOD STUDENT VILLAGE, OLD CRATLOE ROAD, LIMERICK",Limerick,,65000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,10
2019-02-14,"10 ABBEY MANOR, ARKLOW, WICKLOW",Wicklow,,285000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,2
2019-09-06,"ABIGAIL, MONADREEN, THURLES",Tipperary,,335000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,9
2019-02-25,"APT  1  54 LEESON PARK, DONNYBROOK, DUBLIN 4",Dublin,,1791241.0,No,No,Second-Hand Dwelling house /Apartment,,2019,2
2019-12-18,"22 KYLEBROOK, PORTLAOISE, LAOIS",Laois,,155000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,12
2019-11-12,"2 WELLROAD COURT, TIMAHOE RD, PORTLOAISE",Laois,,150000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,11
2019-03-19,"45 ELMFIELD WAY, CLAREHALL, DUBLIN 13",Dublin,,280000.0,Yes,No,Second-Hand Dwelling house /Apartment,,2019,3
2019-11-25,"24 WESTBOURNE LAWN, CLONDALKIN, DUBLIN 22",Dublin,,245000.0,Yes,No,Second-Hand Dwelling house /Apartment,,2019,11
2019-11-13,"83 STAPOLIN LAWNS, BALDOYLE, DUBLIN 13",Dublin,,403000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,11
2019-08-28,"27 The Close, Mount Hamilton, Dundalk",Louth,,215000.0,No,Yes,New Dwelling house /Apartment,,2019,8
2019-02-12,"2 The Glades, Old Grange Wood, Monasterevin",Kildare,,246145.0,No,Yes,New Dwelling house /Apartment,,2019,2
2019-06-05,"13 BRIOT DR, TEMPLARS HALL, KILBARRY",Waterford,,175000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,6
2019-12-10,"24 OAK PARK, BALLYMURN, ENNISCORTHY",Wexford,,140652.76,No,No,Second-Hand Dwelling house /Apartment,,2019,12
2019-09-27,"5 CASIMIR AVE, HAROLDS CROSS, DUBLIN 6W",Dublin,,730000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,9
2019-05-02,"78 OAK GLADE, BLESSINGTON RD, NAAS",Kildare,,329000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,5
2019-02-14,"505 HOWTH RD, RAHENY, DUBLIN 5",Dublin,,705000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,2
2019-09-11,"FARRNASTACK, LISSELTON, CO KERRY",Kerry,,95000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,9
2019-08-19,"4 BROOKVIEW GARDENS, SOUTH QUAY, ARKLOW",Wicklow,,124000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,8
2019-10-04,"25 Kenure Gate, Park Road, Rush",Dublin,,334801.76,No,Yes,New Dwelling house /Apartment,,2019,10
2019-12-04,"26 doire fea, kilrainey, MOYCULLEN",Galway,,296262.5,No,Yes,New Dwelling house /Apartment,,2019,12
2019-09-19,"ERNE HILL, BELTURBET, CAVAN",Cavan,,150000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,9
2019-06-20,"Apartment 2 Birch Hall, Clay Farm, Leopardstown",Dublin,,179194.99,No,Yes,New Dwelling house /Apartment,,2019,6
2019-03-14,"66 SHENICK RD, SKERRIES, DUBLIN",Dublin,,475000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,3
2019-11-01,"14 CILL O SEIGHIN, KILMAINE ROAD, BALLINROBE",Mayo,,148500.0,No,Yes,New Dwelling house /Apartment,,2019,11
2019-05-21,"24 COOLCORMUCK VALLEY, DUNGARVAN, WATERFORD",Waterford,,132000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,5
2019-06-05,"312 QUAY RD, CLARECASTLE, CLARE",Clare,,159000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,6
2019-02-21,"7 KILBROGAN ST EAST, BANDON, CORK",Cork,,100000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,2
2019-11-12,"157 barleyField, wicklow hills, newtownm'tkennedy",Wicklow,,246696.0,No,Yes,New Dwelling house /Apartment,,2019,11
2019-03-13,"230 COOLEY RD, DRIMNAGH, DUBLIN 12",Dublin,,240000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,3
2019-03-13,"18 elder heath terrace, Kiltipper Road, Dublin 24",Dublin,,272500.0,No,Yes,New Dwelling house /Apartment,,2019,3
2019-07-31,"45 THE SPIRES, COBH, CORK",Cork,,270000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,7
2019-09-20,"APT 50D, FERRYBANK, ARKLOW",Wicklow,,83333.0,No,No,Second-Hand Dwelling house /Apartment,,2019,9
2019-03-01,"APT 14, RIVERSDALE, RATHCORMAC",Cork,,34166.66,No,No,Second-Hand Dwelling house /Apartment,,2019,3
2019-02-05,"80 PEARSE ST, DUBLIN 2, DUBLIN",Dublin,,325823.0,No,No,Second-Hand Dwelling house /Apartment,,2019,2
2019-07-31,"12 GLEN ARM SQ, ST JOSEPHS AVE, DRUMCONDRA DUBLIN 9",Dublin,,340000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,7
2019-04-09,"3 The Ropery, South Lotts Road",Dublin,,740088.1,No,Yes,New Dwelling house /Apartment,,2019,4
2019-12-04,"10 ORIEL TERRACE, DEMESNE RD, DUNDALK",Louth,,230000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,12
2019-03-19,"4 PARKLANDS LODGE, OLD RAILPARK, MAYNOOTH",Kildare,,250000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,3
2019-02-01,"73 TRIMLESTON GARDENS, BOOTERSTOWN, CO DUBLIN",Dublin,,675000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,2
2019-07-31,"4 ST ENDAS AVE, TUAM, GALWAY",Galway,,117000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,7
2019-07-23,"28 FURNESS WOOD, JOHNSTOWN MANOR  JOHNSTOWN, KILDARE",Kildare,,343612.33,No,Yes,New Dwelling house /Apartment,,2019,7
2019-12-20,"49 BLUEBELL ROAD, BLUEBELL, DUBLIN 12",Dublin,,260000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,12
2019-02-18,"73 FRIARS GREEN, TULLOW RD, CARLOW",Carlow,,175000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,2
2019-04-08,"24A ALL SAINTS ROAD, RAHENY, DUBLIN 5",Dublin,,550000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,4
2019-08-16,"12 RUSSELL STREET, TRALEE, COUNTY KERRY",Kerry,,60000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,8
2019-09-11,"281 BEECHMOUNT DR, COXS DEMESNE, DUNDALK",Louth,,135000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,9
2019-10-15,"DWYERS HOUSE, PATRICK ST, PORT ARLINGTON",Offaly,,73760.0,No,No,Second-Hand Dwelling house /Apartment,,2019,10
2019-05-27,"34 Ardsolus, Old Naas Road, Brownsbarn",Dublin,,302750.0,No,Yes,New Dwelling house /Apartment,,2019,5
2019-01-10,"45 MARSHAM COURT, STILLORGAN, DUBLIN",Dublin,,540000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,1
2019-06-07,"27 Ardan, Borrisokane",Tipperary,,175000.0,Yes,Yes,New Dwelling house /Apartment,,2019,6
2019-01-21,"10 MEADOWSIDE, DROMINA, CHARLEVILLE",Cork,,76000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,1
2019-09-04,"20 SHANOWEN, RATHCORMAC, CORK",Cork,,155000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,9
2019-04-11,"NEWTOWN LANE, OLDTOWN, CO DUBLIN",Dublin,,320000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,4
2019-10-07,"56 CHERRY HOUSE, MESPIL HOUSE FLATS ESTATE, SUSSEX RD DUBLIN 4",Dublin,,310000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,10
2019-07-12,"29 SUTTON LAWNS, SUTTON, DUBLIN 13",Dublin,,590000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,7
2019-11-21,"11 GREENMOUNT LANE, HAROLDS CROSS, DUBLIN 6W",Dublin,,325000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,11
2019-06-25,"19 ASHTHORN AVE, HEADFORD, GALWAY",Galway,,215000.0,Yes,No,Second-Hand Dwelling house /Apartment,,2019,6
2019-07-25,"6 CALADH MOR, WOODQUAY, GALWAY",Galway,,200000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,7
2019-12-09,"8 Lyreen Lawn, Mariavilla, Maynooth",Kildare,,325991.0,No,Yes,New Dwelling house /Apartment,,2019,12
2019-03-05,"40 FOREST PARK, LEIXLIP, KILDARE",Kildare,,321000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,3
2019-12-17,"56 Glenn an Ghairdin, Ballytegan, Gorey",Wexford,,207048.46,Yes,Yes,New Dwelling house /Apartment,,2019,12
2019-06-22,"7 GLENMURRAY PARK, MOUNTDOWN ESTATE, TERENURE DUBLIN 12",Dublin,,520000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,6
2019-07-19,"26 FERRYVIEW PARK, RINGASKIDDY, CORK",Cork,,200000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,7
2019-08-28,"35 LEOPARDSTOWN AVE, BLACKROCK, DUBLIN",Dublin,,800100.0,No,No,Second-Hand Dwelling house /Apartment,,2019,8
2019-11-28,"RINNASEER, ISLANDEADY, CASTLEBAR",Mayo,,60000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,11
2019-11-26,"21 WILLOW BANK, CLUAIN ARD, COBH",Cork,,153000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,11
2019-10-25,"335 CASTLETOWN, LEIXLIP, KILDARE",Kildare,,323500.0,No,No,Second-Hand Dwelling house /Apartment,,2019,10
2019-12-05,"30 GLENCAR PARK, LETTERKENNY, DONEGAL",Donegal,,135000.0,Yes,No,Second-Hand Dwelling house /Apartment,,2019,12
2019-06-14,"WOODVILLE, KIELTY, ATHLONE",Roscommon,,125000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,6
2019-08-16,"LETTERCALLOW, LETTERMORE, GALWAY",Galway,,220000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,8
2019-05-20,"10 ST PAPPIN RD, GLASNEVIN, DUBLIN 11",Dublin,,377000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,5
2019-03-28,"ABBEYVILLE, GRAND CANAL, NAAS",Kildare,,220000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,3
2019-10-16,"Number 10, The Rise, Ledwill Park",Kildare,,317500.0,No,Yes,New Dwelling house /Apartment,,2019,10
2019-04-29,"47 Ardsolus, Old Naas Road, Brownsbarn",Dublin,,303965.0,No,Yes,New Dwelling house /Apartment,,2019,4
2019-06-06,"32 WOODVIEW, BAILIEBOROUGH, CAVAN",Cavan,,115000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,6
2019-05-28,"52 Cluain Adain Green, Clonmagadden, Navan",Meath,,305000.0,No,Yes,New Dwelling house /Apartment,,2019,5
2019-09-17,"32 Shackleton Drive, Shackleton Park, Lucan",Dublin,,374449.07,No,Yes,New Dwelling house /Apartment,,2019,9
2019-02-18,"THE ORCHARD, MONASTERY RD, CLONDALKIN DUBLIN 22",Dublin,,600000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,2
2019-10-14,"THE WILLOWS, BALLYTARSNA, BALLYCULLANE",Wexford,,207500.0,No,No,Second-Hand Dwelling house /Apartment,,2019,10
2019-02-25,"6 MILL GLEN, MOVILLE, DONEGAL",Donegal,,72967.48,Yes,No,Second-Hand Dwelling house /Apartment,,2019,2
2019-05-31,"3 Parkside Gardens, Parkside, Clongriffin",Dublin,,455000.0,No,Yes,New Dwelling house /Apartment,,2019,5
2019-08-02,"1B Figary Hill, Fahan",Donegal,,162995.6,No,Yes,New Dwelling house /Apartment,,2019,8
2019-08-30,"GLENMORE, STRAND, CO LIMERICK",Limerick,,53000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,8
2019-04-04,"4 O'DONNELL GARDENS, GLASTULE, COUNTY DUBLIN",Dublin,,530000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,4
2019-01-24,"246 SEAPARK, MALAHIDE, DUBLIN",Dublin,,963500.0,No,No,Second-Hand Dwelling house /Apartment,,2019,1
2019-09-18,"93 KINCORA COURT, CLONTARF, DUBLIN 3",Dublin,,391000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,9
2019-08-16,"18 BELLEVUE CRESCENT, GRANGE RD, FRANKFIELD",Cork,,330000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,8
2019-06-25,"1 BISHOPS ORCHARD, TYRRELSTOWN, DUBLIN 15",Dublin,,120000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,6
2019-05-31,"21 CLUAIN MUILLEAN, TYONE, NENAGH",Tipperary,,163000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,5
2019-10-15,"113 GLENVARA PARK, KNOCKLYON, DUBLIN 16",Dublin,,500000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,10
2019-06-24,"85 LAKEVIEW, CAVAN",Cavan,,110000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,6
2019-08-26,"7A DUNSOGHLY CT, FINGLAS WEST, DUBLIN 11",Dublin,,280000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,8
2019-07-26,"11 PALACE DR, ARDNACASSAGH, LONGFORD",Longford,,72000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,7
2019-09-10,"APARTMENT 4, RATHBORNE COURT, RATHBORNE",Dublin,,286000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,9
2019-10-23,"2 ORANMORE CLOSE, BALLYFERMOT, DUBLIN 10",Dublin,,245000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,10
2019-11-27,"8 BRICKFIELD DR, CRUMLIN RD, DUBLIN 12",Dublin,,327000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,11
2019-02-20,"28 BROOKLAWN, BALLAGHADERREEN, CO ROSCOMMON",Roscommon,,62000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,2
2019-01-28,"KILLYMARRON, BALLINODE, CO. MONAGHAN",Monaghan,,95000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,1
2019-07-26,"31 LISSANISKA, CLAUREEN, ENNIS",Clare,,145000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,7
2019-06-13,"3 MEADOWLANDS, COURTMACSHERRY, BANDON",Cork,,290000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,6
2019-07-19,"34 COOPERS CREST, MILFORD, CO DONEGAL",Donegal,,75000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,7
2019-01-25,"3 THE WAREHOUSE, CLANBRASSIL TERRACE, BLACKPITTS DUBLIN 8",Dublin,,242500.0,Yes,No,Second-Hand Dwelling house /Apartment,,2019,1
2019-01-18,"110 CEDARFIELD, DONORE RD, DROGHEDA",Louth,,192500.0,No,No,Second-Hand Dwelling house /Apartment,,2019,1
2019-12-13,"Property known as 17 Church Street, comprising 2 ground floor offices, and 3 apartments  Dundalk",Louth,,296035.24,No,No,Second-Hand Dwelling house /Apartment,,2019,12
2019-12-20,"SLEEVENAGEE, GOLF LINKS ROAD, COUNTY ROSCOMMON",Roscommon,,195000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,12
2019-07-24,"248 MARIAN PARK, DROGHEDA, LOUTH",Louth,,200000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,7
2019-08-07,"ARDNAGEENA, KEALTIES, DURRUS",Cork,,245000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,8
2019-10-07,"39 MAPLE HOUSE, MESPIL HOUSE FLATS ESTATE, SUSSEX RD DUBLIN 4",Dublin,,400000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,10
2019-09-19,"34 WALNUT AVENUE, COURTLANDS ESTATE, GRIFFITH AVE",Dublin,,580000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,9
2019-02-01,"2 BUNHOLVILLE, BOGTOWN RD, BUNDORAN",Donegal,,80000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,2
2019-07-01,"6 SEAFORT TERRACE, SEAFORT AVE, SANDYMOUNT DUBLIN 4",Dublin,,940000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,7
2019-05-14,"60 Willow Drive, The Willows, Dunshaughlin",Meath,,325991.19,No,Yes,New Dwelling house /Apartment,,2019,5
2019-08-29,"8 MOUNT OLIVE GROVE, KILBARRACK, DUBLIN 5",Dublin,,275000.0,Yes,No,Second-Hand Dwelling house /Apartment,,2019,8
2019-05-23,"81 MARLTON PARK, WICKLOW, WICKLOW",Wicklow,,340000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,5
2019-12-17,"39 Estuary Heights, Shandon, Dungarvan",Waterford,,185022.02,Yes,Yes,New Dwelling house /Apartment,,2019,12
2019-08-01,"28 SLI GHEAL, BALLYMONEEN RD, GALWAY",Galway,,195000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,8
2019-08-14,"2 FOXBOROUGH HALL, LUCAN, DUBLIN",Dublin,,195000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,8
2019-11-21,"19 MEADOWVIEW GROVE, LUCAN, DUBLIN",Dublin,,305000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,11
2019-08-23,"17 OLDTOWN GREEN, NAAS, KILDARE",Kildare,,277000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,8
2019-10-02,"25 KESTREL DR, KEVINSFORT, SLIGO",Sligo,,400000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,10
2019-05-20,"27 BRIOT GROVE, TEMPLARS HALL, WATERFORD",Waterford,,116000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,5
2019-02-05,"CLOGHPOOK BALLYFOYLE, BALLYFOYLE, KILKENNY",Kilkenny,,158000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,2
2019-06-20,"Apartment 1 Birch Hall, Clay Farm, Leopardstown",Dublin,,284698.54,No,Yes,New Dwelling house /Apartment,,2019,6
2019-12-10,"10 The Walk, Semple Woods, Dponabate",Dublin,,348017.62,No,Yes,New Dwelling house /Apartment,,2019,12
2019-03-13,"13 WOODFORD VILLAS, CLONDALKIN, DUBLIN 22",Dublin,,270000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,3
2019-12-18,"24 GLENANAAR PLACE, COBH, CORK",Cork,,158806.86,No,No,Second-Hand Dwelling house /Apartment,,2019,12
2019-03-05,"8 KNOCKALTON, NENAGH, CO TIPPERARY",Tipperary,,90000.0,Yes,No,Second-Hand Dwelling house /Apartment,,2019,3
2019-07-02,"15 TARA HOUSE, CITYQUARTER, ATHLONE",Westmeath,,78587.45,No,No,Second-Hand Dwelling house /Apartment,,2019,7
2019-04-02,"5 COLLEGE SQ, KILKENNY, KILKENNY",Kilkenny,,490000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,4
2019-03-15,"54 CARNEW ST, STONEYBATTER, DUBLIN 7",Dublin,,387500.0,No,No,Second-Hand Dwelling house /Apartment,,2019,3
2019-05-31,"85 GLEANN ALAINN, TULLYALLEN, DROGHEDA",Louth,,323000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,5
2019-12-06,"176 ST MARGARETS ROAD, HAMPTON WOOD, FINGLAS",Dublin,,267000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,12
2019-05-02,"214 COLLINS AVE EAST, DONNYCARNEY, DUBLIN 3",Dublin,,320000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,5
2019-11-18,"22 CONNOLLY TERRACE, BOTHAR MOR, GALWAY",Galway,,333000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,11
2019-08-13,"10 GLENVIEW, GALWAY RD, ROSCOMMON TOWN",Roscommon,,161000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,8
2019-01-23,"46 PHASE 2, SANDYCOVE, BALLYMONEY",Wexford,,250000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,1
2019-10-01,"Apt. 23 Oakwood, Killarney, Co. Kerry",Kerry,,143430.0,No,Yes,New Dwelling house /Apartment,,2019,10
2019-07-26,"WAYSIDE, WEAVERS POINT, CROSSHAVEN",Cork,,580000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,7
2019-03-04,"109 ELMGROVE, SALLYBROOK, GLANMIRE",Cork,,252500.0,No,No,Second-Hand Dwelling house /Apartment,,2019,3
2019-01-04,"TYMULLEN, MONASTERBOICE, DROGHEDA",Louth,,350000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,1
2019-11-27,"124 WILLOW PARK AVE, GLASNEVIN, DUBLIN 11",Dublin,,460000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,11
2019-10-23,"APT 2, BLOCK 2, WOODFORD MEADOWS",Cavan,,79000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,10
2019-08-22,"FAHA WEST, KILLARNEY, KERRY",Kerry,,130000.0,No,No,Second-Hand Dwelling house /Apartment,,2019,8
2019-12-13,"18 Cluain Aoibh, Clarina, Co Limerick",Limerick,,207317.0,No,Yes,New Dwelling house /Apartment,,2019,12
